gene_id,p_sim2,q_sim2,omega_null,kappa
ENSG00000079393,0.5,0.5,0.38276997620177444,3.1135044558952583
ENSG00000080166,0.5,0.5,0.7672349927434263,5.893635016804811
ENSG00000081800,0.5,0.5,0.5695635882991045,2.6663671977606564
ENSG00000084110,0.5,0.5,0.8886978913186797,3.551908382648561
ENSG00000085871,0.5,0.5,0.5020192479778216,2.218542368283088
ENSG00000087116,0.441417406471929,0.5,0.36139106335881493,4.163313227074347
ENSG00000089775,0.3537711861740483,0.5,0.4976424695177202,5.513208536337145
ENSG00000090054,0.4335326149156027,0.5,1.0,3.7151617553508265
ENSG00000092847,0.2030291080043782,0.5,0.9075921779126371,2.873661054174607
ENSG00000095574,0.5,0.5,0.31678928881077817,2.0925131831353427
ENSG00000096654,0.5,0.5,0.2949690742755134,3.456870471927955
ENSG00000099260,0.5,0.5,0.5318024192850919,2.812904624948259
ENSG00000100504,0.5,0.5,0.8532976094619392,3.1551133202077493
ENSG00000100626,0.4517527983865852,0.5,0.9106405973237219,3.4629964900964976
ENSG00000100628,0.4996168469821444,0.5,0.7446664426491272,2.654692486123873
ENSG00000100802,0.5,0.5,0.5993069928754496,2.874610519137401
ENSG00000100811,0.5,0.5,0.31903813960113303,2.5580068155498408
ENSG00000100889,0.5,0.5,0.5361863250560752,3.156627257808407
ENSG00000100890,0.5,0.5,0.25528406246855373,2.7650017780887857
ENSG00000102678,0.5,0.5,0.981650475762184,5.150259270044192
ENSG00000104237,0.5,0.5,0.38590890971349223,3.333319736686876
ENSG00000104371,0.5,0.5,0.3077500365980904,2.676289052943628
ENSG00000104671,0.5,0.5,0.5052100315510463,2.219129211314132
ENSG00000104765,0.3841310495881097,0.5,0.6137324335052341,2.5114056578370074
ENSG00000105991,0.4846819383642683,0.5,1.0,8.403181232061623
ENSG00000106367,0.5,0.5,0.29903319581769816,2.2236898457455863
ENSG00000106462,0.1365567046341645,0.5,0.908687945392144,3.4537797199160525
ENSG00000106483,0.2787936765824199,0.5,0.6110112623969765,2.1218449580537393
ENSG00000107404,0.5,0.5,0.8670909875500712,3.1439970386669382
ENSG00000107831,0.5,0.5,0.025171645533774878,2.6547660057412448
ENSG00000109182,0.5,0.5,0.7627683383772,3.034251529444534
ENSG00000109787,0.5,0.5,0.4036712063280703,2.4682916480185204
ENSG00000109851,0.5,0.5,0.10665907173344247,2.5029790374114835
ENSG00000109906,0.1104639999113771,0.5,0.09177494765257142,2.3968371409533464
ENSG00000110042,0.5,0.5,0.21575994240204452,3.807482083209959
ENSG00000110218,0.5,0.5,0.6303024156794439,1.6908176980871203
ENSG00000110395,0.1343360039769946,0.5,1.0,2.679042963546897
ENSG00000110844,0.2029488951718857,0.5,0.703268890223855,2.48918705985882
ENSG00000111110,0.4564290187088609,0.5,0.8176579700282872,3.22882311000333
ENSG00000111291,0.5,0.5,1.0,6.634208962824962
ENSG00000111726,0.5,0.5,0.32435672205345534,2.72549344397828
ENSG00000112079,0.5,0.5,0.8341514922658272,2.8331839655126267
ENSG00000112210,0.5,0.5,0.8346844822739892,2.579396295806239
ENSG00000112238,0.5,0.5,0.18050481504402238,3.701761666515234
ENSG00000112245,0.5,0.5,0.0038085438959431684,3.5768204760411475
ENSG00000113361,0.469147606771805,0.5,0.4525790207695262,3.177076414066939
ENSG00000113430,0.4999084676983384,0.5,0.8196445222144035,2.9521183318734123
ENSG00000113525,0.5,0.5,0.7584065170549604,2.9918011648948286
ENSG00000113790,0.5,0.5,0.35930276169172015,2.8926672564897866
ENSG00000113946,0.5,0.5,0.6207121016768316,3.1962789644448852
ENSG00000114124,0.5,0.5,0.0,4.26478695993956
ENSG00000114125,0.5,0.5,0.3442345262939461,1.992574488456035
ENSG00000114491,0.5,0.5,0.2621086524788371,2.3667981534460223
ENSG00000114767,0.5,0.5,0.681427015583438,3.106907450890063
ENSG00000114790,0.5,0.5,0.2473101203866118,3.0966643988877154
ENSG00000115041,0.0,0.0,0.8168136953378615,3.8731129571975664
ENSG00000115137,0.5,0.5,0.6494546050893241,2.0377741025945197
ENSG00000115307,0.5,0.5,0.6954078667703784,2.414913869838272
ENSG00000115353,0.5,0.5,6.844461794216743e-06,2.2306120019430575
ENSG00000115839,0.5,0.5,0.43061143361785864,3.3191186830697164
ENSG00000116001,0.4985431404766172,0.5,0.6832953215768254,3.004061823707084
ENSG00000116132,0.5,0.5,0.5024238121075174,2.465935807298764
ENSG00000116171,0.5,0.5,0.0,3.2799834528733114
ENSG00000116353,0.5,0.5,0.7010715481053325,2.550485490914457
ENSG00000116489,0.5,0.5,0.7300818445551129,2.3251443014811626
ENSG00000116745,0.5,0.5,0.7874170813074224,2.997631241976188
ENSG00000116863,0.5,0.5,0.0,3.356447526774177
ENSG00000116983,0.5,0.5,0.0,1.860574184519345
ENSG00000117054,0.5,0.5,0.727743198858227,2.6071405783084267
ENSG00000117245,0.3685308693311079,0.5,0.26797165383896154,2.989994864142099
ENSG00000117477,0.5,0.5,0.3397433367545007,2.3296459036081543
ENSG00000117569,0.1039708134724233,0.5,0.5877448250375671,2.5210031129934385
ENSG00000118094,0.5,0.5,0.8529993069703452,2.426395241806329
ENSG00000118298,0.5,0.5,0.23817034820976643,3.039461345787329
ENSG00000119402,0.3311254610648484,0.5,0.4475577542480091,3.235351314069511
ENSG00000119699,0.5,0.5,3.316302575905086e-11,3.0643105378439794
ENSG00000119718,0.5,0.5,0.7945256292324314,2.894255776510715
ENSG00000132424,0.3694043531696142,0.5,0.37059006230029023,2.819328088886495
ENSG00000132768,0.2051426810723785,0.5,0.30935718435969894,2.7429927898893096
ENSG00000132855,0.5,0.5,0.24650920296232898,2.650356505675696
ENSG00000133678,0.4620843777238116,0.5,0.8171922285315381,2.373362042048548
ENSG00000134057,0.5,0.5,0.32154864799746646,2.4970667547298846
ENSG00000134086,0.5,0.5,0.0,3.26062014346356
ENSG00000134202,0.3371315923103932,0.5,0.8456921072065753,2.310045787275238
ENSG00000134259,0.5,0.5,0.24125445647582347,3.690437820943204
ENSG00000134343,0.5,0.5,0.9600273352037921,3.5141971214348593
ENSG00000134825,0.2012496661548446,0.5,0.08611881879938549,2.7476473981401393
ENSG00000134882,0.5,0.5,0.3645947125099771,3.61223566237906
ENSG00000134955,0.4938500247336169,0.5,0.7128031379609484,2.8189645366201037
ENSG00000135063,0.5,0.5,0.7854989556294868,3.1571134882581546
ENSG00000135083,0.4126330027599888,0.5,0.8144205225366365,5.389140010265782
ENSG00000135100,0.5,0.5,0.8060205949343897,2.8755134928356276
ENSG00000135312,0.5,0.5,0.002206775872379402,4.172919139021115
ENSG00000135457,0.4318915063396629,0.5,0.8075928029621949,3.1680766792942863
ENSG00000135677,0.3065103522421442,0.5,0.5183940693818871,2.8654633044292197
ENSG00000135775,0.5,0.5,0.5994403678236782,2.986344137585508
ENSG00000135824,0.5,0.5,0.7857226866310464,2.056035804473892
ENSG00000135845,0.5,0.5,0.08929091942056833,8.06118675326564
ENSG00000135913,0.5,0.5,0.8183258319521283,4.795731091547538
ENSG00000135916,0.5,0.5,0.2201349127911064,4.029422782333386
ENSG00000136270,0.5,0.5,0.737076122707476,3.117966748806233
ENSG00000136689,0.4684892690623524,0.5,0.41032145799495234,3.3754485111774026
ENSG00000136870,0.5,0.5,0.2577135283199819,3.4993570392010684
ENSG00000136943,0.5,0.5,0.7468412158875725,3.134438012307653
ENSG00000137161,0.5,0.5,0.08519408974719035,2.990417541843167
ENSG00000137261,0.5,0.5,0.22024894823674762,3.3095920101584824
ENSG00000137673,0.5,0.5,0.3801803293956105,2.4471458138872695
ENSG00000137807,0.1903775328295125,0.5,0.6936399964087453,3.1582419464745537
ENSG00000138439,0.5,0.5,0.23552236782816002,2.6320225129737658
ENSG00000138669,0.5,0.5,1.1465255428818246e-09,3.0931573363723195
ENSG00000138678,0.5,0.5,0.7479554013945546,2.2411448017314544
ENSG00000138834,0.331342042582102,0.5,0.7993349298413798,3.498567944743189
ENSG00000139131,0.494695176543908,0.5,0.33899374240358654,2.1375610831725873
ENSG00000139154,0.1484367571041422,0.5,0.8710798250642516,2.873430649779967
ENSG00000139233,0.270280501040406,0.5,0.8163519859751062,1.9825809115320427
ENSG00000139266,0.1737645281597399,0.5,0.40925421821623914,2.7348910182130894
ENSG00000139405,0.44039450420139,0.5,0.2786433093711496,2.7459670605717887
ENSG00000139718,0.5,0.5,0.7389438223259374,3.815866638474345
ENSG00000140545,0.5,0.5,0.25829892647962766,3.4123923855858984
ENSG00000141068,0.4999636042489669,0.5,0.5550853640455053,3.128825098562046
ENSG00000141127,0.5,0.5,0.9177309750813175,3.2801676720741657
ENSG00000142619,0.5,0.5,0.0612379677924065,2.1434826958228808
ENSG00000143125,0.4914965266999767,0.5,0.45435184594895295,3.098318722732082
ENSG00000143171,0.2658201622000179,0.5,0.7056023915142837,2.9245913226938685
ENSG00000143748,0.5,0.5,0.8349131058171687,3.246452580136507
ENSG00000143858,0.5,0.5,0.3341348293437131,2.7523877812710627
ENSG00000143889,0.4918377735934942,0.5,0.8062245636646298,3.0000788645167638
ENSG00000144034,0.5,0.5,0.047209488817769305,2.3088857565640435
ENSG00000144120,0.5,0.5,0.6265130981302705,3.3664983340132095
ENSG00000144647,0.5,0.5,0.05587906606972254,12.261894607930822
ENSG00000144655,0.5,0.5,0.4832944707680719,2.8232274061405276
ENSG00000144746,0.5,0.5,0.1832801079984526,1.9198665653227078
ENSG00000144771,0.3771122217689382,0.5,0.5909617327186608,2.3060068811147616
ENSG00000145414,0.5,0.5,0.6922373030980491,3.8481978278482623
ENSG00000145428,0.5,0.5,0.0,2.858321939254616
ENSG00000145757,0.009140940667992259,0.5,0.3181080327611076,2.287577668453872
ENSG00000146039,0.5,0.5,0.6454971847489099,2.8410489248132307
ENSG00000146151,0.5,0.5,0.4132656050803677,2.758260732210298
ENSG00000146216,0.5,0.5,0.5586607431561434,3.2744877470813405
ENSG00000146221,0.5,0.5,0.0,3.7208163016574543
ENSG00000146352,0.5,0.5,0.8964362088751838,1.5658553398658628
ENSG00000146433,0.3595908662926644,0.5,0.7872717871322229,3.674241986234653
ENSG00000146476,0.5,0.5,0.5456474541857488,3.393930496749191
ENSG00000146574,0.5,0.5,0.7889214327277215,3.0969343343690077
ENSG00000146587,0.5,0.5,0.9500144585063602,6.368241547703448
ENSG00000146842,0.5,0.5,0.5148660159133387,3.2144043342990556
ENSG00000147416,0.5,0.5,0.5891046924816862,3.337703445706574
ENSG00000147912,0.5,0.5,0.564027551777906,3.0139115150522393
ENSG00000148110,0.5,0.5,0.6090764196108381,2.766091700471001
ENSG00000148218,0.3260141550208016,0.5,0.799484552177813,2.983990533247964
ENSG00000148225,0.5,0.5,0.5345575665475429,2.392328619763074
ENSG00000148291,0.5,0.5,7.976196231110535e-09,3.030511644321269
ENSG00000148308,0.5,0.5,0.6697182136103613,2.7491912346117235
ENSG00000148926,0.5,0.5,0.17969854123599088,3.1527935763070745
ENSG00000149485,0.3745067725672614,0.5,0.6441218151561003,3.4946705387058965
ENSG00000149575,0.5,0.5,0.40487075189501187,1.6167164278701482
ENSG00000150782,0.5,0.5,0.0,3.595384835062069
ENSG00000151532,0.5,0.5,0.8210954006608939,2.4251485600878975
ENSG00000151575,0.5,0.5,0.4823285280233199,3.009370888333952
ENSG00000151665,0.3575548885703617,0.5,0.7224487165531259,2.6788319581417763
ENSG00000151704,0.4523645957910009,0.5,0.11436300434242241,3.2718277572694214
ENSG00000151881,0.5,0.5,0.655502730974563,2.3577984743511284
ENSG00000152154,0.5,0.5,0.05257425947418863,2.255900772156764
ENSG00000152402,0.5,0.5,0.7252731695226416,3.148656588265426
ENSG00000153162,0.5,0.5,0.15952825760119257,3.5090236791155633
ENSG00000153179,0.5,0.5,0.3886966692980456,2.0047023908794195
ENSG00000154001,0.5,0.5,0.971885380090354,3.294769156687986
ENSG00000154269,0.05654535440293124,0.5,0.8796494877051494,3.327736241896286
ENSG00000155463,0.5,0.5,0.10496167725519988,2.8663504444175714
ENSG00000155754,0.4289131878113305,0.5,0.4363660623071602,3.6703712211632404
ENSG00000156127,0.5,0.5,0.10941643178113979,1.8305998772775511
ENSG00000156384,0.5,0.5,0.6090880820920238,2.088727730647273
ENSG00000156574,0.5,0.5,0.0651334228286111,2.4103465078305972
ENSG00000156966,0.5,0.5,0.11120661579366833,4.697105726598904
ENSG00000157927,0.0003670735128271096,0.07121226148845926,1.0,5.3546118963579925
ENSG00000157954,0.5,0.5,0.686437046586281,3.245522073739926
ENSG00000157992,0.5,0.5,0.5583354977504125,2.386218835188167
ENSG00000158417,0.5,0.5,0.834996325926003,3.7627824393031917
ENSG00000158869,0.2435038367885569,0.5,0.6516085253338132,2.49057731062727
ENSG00000158882,0.4350760936337917,0.5,0.8007859821231709,2.686770418208281
ENSG00000160050,0.5,0.5,0.6038070598940922,2.1999464110268367
ENSG00000160767,0.2209057761137296,0.5,0.8287479547052664,2.7314218402878025
ENSG00000160908,0.5,0.5,0.22299730134344914,3.4638984908812462
ENSG00000161638,0.5,0.5,0.5911336127860154,2.755329860383984
ENSG00000162650,0.5,0.5,0.6283311312836581,3.4343934401008505
ENSG00000162692,0.5,0.5,0.5282956398710007,2.886658437344063
ENSG00000162723,0.5,0.5,0.4976152376097132,2.8376748876117643
ENSG00000162728,0.5,0.5,0.666281030211822,2.8159837773947762
ENSG00000162819,0.4878322250902254,0.5,0.7770842075937926,3.5872348091209907
ENSG00000162836,0.5,0.5,0.5792915055357353,3.184300750892694
ENSG00000163382,0.2273947013823887,0.5,0.923297443956294,3.2298161850105864
ENSG00000163444,0.5,0.5,0.7244530271086307,2.92215533360808
ENSG00000163581,0.5,0.5,0.0,3.0294523340900485
ENSG00000163738,0.5,0.5,0.4088037953764134,2.839517204008026
ENSG00000163781,0.5,0.5,0.8855187061996069,3.6707487243802794
ENSG00000163875,0.5,0.5,0.0,3.0939398976814028
ENSG00000164007,0.5,0.5,0.3655996108553764,2.5336164917919857
ENSG00000164088,0.5,0.5,0.0,3.06086765531809
ENSG00000164175,0.5,0.5,0.05671425736907898,2.7959244858539942
ENSG00000164187,0.3662230097519201,0.5,0.36371017955475377,2.401741107117597
ENSG00000164363,0.5,0.5,0.5602757870931661,3.5861538819432743
ENSG00000164458,0.3735400419891408,0.5,0.19671513429775067,4.099653095373246
ENSG00000164530,0.5,0.5,0.3323037935269597,3.9031420100579957
ENSG00000164548,0.5,0.5,0.4855986120126623,1.9593804621254078
ENSG00000164591,0.5,0.5,0.4464345529361633,2.806600191139421
ENSG00000164603,0.5,0.5,0.13051555489759964,1.8462215682942698
ENSG00000164615,0.5,0.5,0.13867092000846334,3.556561837893525
ENSG00000164754,0.5,0.5,0.20027517166405548,3.717934234980576
ENSG00000164794,0.5,0.5,0.47763255332820986,3.5547322518726485
ENSG00000164808,0.5,0.5,0.8809653108061964,3.551107987537719
ENSG00000164900,0.5,0.5,0.33212027129697624,2.01969037356501
ENSG00000165006,0.5,0.5,0.2862031538760404,2.3588209752988063
ENSG00000165494,0.2727042154845497,0.5,0.786884954372129,2.728901819306738
ENSG00000165525,0.5,0.5,0.8464719254889168,3.4732579726270956
ENSG00000165632,0.4604865590238565,0.5,0.5590257830068412,2.537284784118787
ENSG00000165685,0.5,0.5,0.7527243921338184,2.16249424562068
ENSG00000165828,0.3644263765830308,0.5,0.7793996701327937,2.6688715306454327
ENSG00000165929,0.5,0.5,0.6453416181200184,2.4633374468674436
ENSG00000166086,0.5,0.5,0.7711320730871388,2.4675646867260506
ENSG00000166224,0.5,0.5,0.6767944663688263,2.897612517722641
ENSG00000166272,0.5,0.5,0.28842658257056,2.39033623161093
ENSG00000166477,0.5,0.5,0.6109735674444858,3.3917549400762037
ENSG00000166886,0.4672245143385073,0.5,0.43921011859488995,2.0469276744789804
ENSG00000167525,0.5,0.5,0.0,3.926338698524083
ENSG00000168077,0.5,0.5,0.6536606477835308,3.176825229916443
ENSG00000168209,0.3416584404657782,0.5,0.49079911574417645,2.4368775073690734
ENSG00000168246,0.5,0.5,0.7944231913185474,3.0122561394609684
ENSG00000168275,0.5,0.5,0.2186800955439581,2.796784461650164
ENSG00000168303,0.5,0.5,0.09366032209037342,3.3056662716369742
ENSG00000168438,0.5,0.5,0.7440681456207797,3.009237239229436
ENSG00000168594,0.1788243518219522,0.5,1.0,3.1045865765051612
ENSG00000168672,0.5,0.5,0.042818591106068615,4.896391555511031
ENSG00000168792,0.04389895122019777,0.5,0.8958334528205361,4.087820994584777
ENSG00000168894,0.3397053280261979,0.5,0.599422440901193,1.874772929620544
ENSG00000169174,0.4955796428748526,0.5,0.19693783867455233,3.527476326813097
ENSG00000169245,0.5,0.5,0.6797241351498848,1.7605375070291707
ENSG00000169247,0.5,0.5,0.2954394379240364,3.393724568363285
ENSG00000169299,0.4974363393958436,0.5,0.5874799275171104,2.6669910402725168
ENSG00000169302,0.244423455606386,0.5,0.7450168583476862,3.6732521875207933
ENSG00000169379,0.5,0.5,0.7800270944641005,2.3129158397513834
ENSG00000169814,0.5,0.5,0.6125217992933988,3.4526250758443706
ENSG00000170044,0.5,0.5,0.5911116813696159,2.490754639113841
ENSG00000170893,0.5,0.5,0.5222378904531794,2.673851729114494
ENSG00000171357,0.5,0.5,0.05024581524238186,11.156367330139988
ENSG00000171488,0.5,0.5,0.48058397754864784,4.009694193388138
ENSG00000171551,0.5,0.5,0.6829439780307631,5.216642455975293
ENSG00000172159,0.1154234886202329,0.5,0.8860979771754831,3.9236101147498026
ENSG00000173153,0.5,0.5,0.37729452686689874,2.6653358260261313
ENSG00000173369,0.5,0.5,0.0,3.195190113294838
ENSG00000173715,0.5,0.5,0.8382481105989593,3.616532808449948
ENSG00000174004,0.5,0.5,0.19008831887659444,5.143657201251431
ENSG00000174358,0.4948571502781319,0.5,0.6762821915423374,2.86730668541105
ENSG00000174514,0.5,0.5,0.11429043831855325,3.0087842346354767
ENSG00000174564,0.5,0.5,0.5199182512513105,1.5648601730024128
ENSG00000174775,0.5,0.5,0.6567253636683814,2.9023965612285156
ENSG00000174891,0.5,0.5,0.5440084007511315,2.8017298346680963
ENSG00000174945,0.5,0.5,0.38845224811121265,3.6072976953846942
ENSG00000174996,0.4106375865208252,0.5,0.8145966091499987,3.682584269672617
ENSG00000175137,0.5,0.5,0.15080875713926079,2.4683021470226767
ENSG00000175161,0.3570665118225683,0.5,0.46405166667210285,2.8949338231168564
ENSG00000175197,0.4944556764468911,0.5,0.23894489859109236,4.257951472015143
ENSG00000175535,0.5,0.5,0.5034042457989133,3.4860331478324253
ENSG00000175600,0.5,0.5,0.6604564545566101,3.164909560580415
ENSG00000175985,0.3628120117314153,0.5,0.7786729228004272,3.072467374206786
ENSG00000176029,0.5,0.5,0.26402939694401095,3.510385620545729
ENSG00000176101,0.5,0.5,0.12006853706948603,1.5766633478990264
ENSG00000176383,0.2604896154255192,0.5,1.0,4.808511232506156
ENSG00000176402,0.5,0.5,0.08675853614337915,4.271957927910965
ENSG00000176697,0.5,0.5,0.2953874779092419,3.352825611941927
ENSG00000176907,0.2476079768441691,0.5,0.12042559290229375,5.61282194781571
ENSG00000176956,0.5,0.5,0.0,1.8170837389156003
ENSG00000176978,0.5,0.5,0.9043233294311691,3.015376856747981
ENSG00000177125,0.1902454807192485,0.5,1.0,4.023074300062659
ENSG00000177301,0.5,0.5,0.17260246303398227,3.540225191627164
ENSG00000177669,0.5,0.5,0.23600517685681854,4.068255689568386
ENSG00000177791,0.3723443423207259,0.5,0.5544168157174773,1.6850041553369486
ENSG00000177910,0.5,0.5,1.0,3.1996295169258477
ENSG00000178035,0.5,0.5,0.0,2.784615101567193
ENSG00000178538,0.5,0.5,0.8259905539771095,3.942871219651564
ENSG00000178860,0.5,0.5,0.13072969242553364,3.493914873294104
ENSG00000179256,0.5,0.5,0.02901991935089105,6.192976570142319
ENSG00000179388,0.5,0.5,0.18598473435194204,5.77924747203467
ENSG00000179639,0.5,0.5,0.0,2.445968483631282
ENSG00000179715,0.5,0.5,0.20624895454779374,4.975409569231625
ENSG00000180198,0.5,0.5,0.8490565080682879,3.2962516864017
ENSG00000180219,0.5,0.5,0.09217685830928468,3.2608627074353422
ENSG00000180878,0.5,0.5,0.0,2.670037693302989
ENSG00000181092,0.5,0.5,0.0,2.752719210868948
ENSG00000181634,0.5,0.5,0.15997944150969418,3.429753612578318
ENSG00000181754,0.5,0.5,0.05622708155361519,5.171821112884937
ENSG00000182117,0.5,0.5,0.0,3.547097422535849
ENSG00000182359,0.5,0.5,0.17687014078320518,7.002098142668776
ENSG00000182827,0.5,0.5,0.37195382562004464,3.548700139939282
ENSG00000183049,0.2879349786362699,0.5,0.4823188913177527,3.8250717639721263
ENSG00000183090,0.5,0.5,0.5454356150532906,3.6503400658384604
ENSG00000183283,0.4978117069587634,0.5,0.6702366773555999,2.3717465694177986
ENSG00000183560,0.5,0.5,0.0,2.4409964308421817
ENSG00000184305,0.5,0.5,0.21507147201952834,3.3317330448496834
ENSG00000184500,0.5,0.5,0.3062606086903129,2.957002590536692
ENSG00000184564,0.5,0.5,0.12515376477887716,6.054431952720951
ENSG00000185104,0.5,0.5,0.521371033615745,2.69412030910037
ENSG00000185305,0.5,0.5,1.0,2.375522486948942
ENSG00000185860,0.5,0.5,0.3868789681501443,2.389221509530792
ENSG00000186106,0.5,0.5,0.27772522036128666,3.5593177817727426
ENSG00000186638,0.4975292497385489,0.5,0.4547546472397668,2.9710889862715866
ENSG00000186827,0.5,0.5,0.8386669937550351,2.401476609495898
ENSG00000187109,0.5,0.5,0.5898329187464817,2.963560436266191
ENSG00000187260,0.5,0.5,0.6392990185197637,2.8755120887571053
ENSG00000188199,0.5,0.5,0.27085930828704663,3.3815240703936524
ENSG00000188306,0.5,0.5,0.0,3.1052884865249863
ENSG00000188620,0.5,0.5,0.04365953870026417,2.5909315645864277
ENSG00000188916,0.5,0.5,0.700530095668738,3.5197012268552035
ENSG00000189043,0.5,0.5,0.4103682589846477,1.5090363540016793
ENSG00000189319,0.5,0.5,0.6516590802847462,3.240301731962482
ENSG00000189410,0.5,0.5,0.7640664083149369,2.7324832007589084
ENSG00000196189,0.5,0.5,0.21367873888160294,3.0168261439411315
ENSG00000196378,0.2130015126168091,0.5,0.6084358001187713,4.161839698017847
ENSG00000196465,0.44073741426742,0.5,0.7221769927967379,2.730049018733601
ENSG00000196482,0.5,0.5,0.7562939383585817,2.7955715118061155
ENSG00000196547,0.5,0.5,0.7464710056123761,3.1701856596376543
ENSG00000196781,0.5,0.5,0.7107655869712668,3.054181181196398
ENSG00000196950,0.5,0.5,0.8244797096649739,2.99571595224067
ENSG00000197345,0.5,0.5,0.6709699722428099,2.1363187050891237
ENSG00000197430,0.5,0.5,0.30760761177257445,3.4256145202942094
ENSG00000197780,0.5,0.5,0.0,2.273894449262915
ENSG00000197894,0.5,0.5,0.2689667895819037,2.716997073873907
ENSG00000198246,0.04419834997564204,0.5,1.0,3.332388062134305
ENSG00000198398,0.5,0.5,0.0,2.712140447112981
ENSG00000198478,0.5,0.5,0.6116201954633951,2.6589513502480004
ENSG00000198843,0.5,0.5,0.8760121830724759,2.1763285083301303
ENSG00000203740,0.5,0.5,0.18607158833701826,2.546667823835208
ENSG00000203837,0.5,0.5,1.0,2.9262040220358174
ENSG00000203943,0.5,0.5,0.7350428720990473,2.924157802809089
ENSG00000203985,0.5,0.5,0.5446660083985416,2.5252294395183026
ENSG00000204021,0.5,0.5,0.5478801312657398,2.1234646414937126
ENSG00000204104,0.4982757667682473,0.5,0.5038838334679595,5.162768248271054
ENSG00000204979,0.5,0.5,0.0,3.771736179414631
ENSG00000205436,0.5,0.5,0.31925845507615597,3.035283707917057
ENSG00000205707,0.5,0.5,0.7158819333581998,2.6174374262215863
ENSG00000205835,0.5,0.5,4.517811158885982e-05,3.42262392149815
ENSG00000205981,0.5,0.5,0.2862679827686293,2.0417021740075922
ENSG00000206199,0.440199720232043,0.5,0.4420612858149845,3.166475637753319
ENSG00000211973,0.3683328247188643,0.5,0.6103393351580322,2.791228199714332
ENSG00000213341,0.5,0.5,0.7770315422662278,3.0346046032016405
ENSG00000213471,0.5,0.5,0.4457743738437111,3.5393550518964894
ENSG00000213578,0.5,0.5,0.12698370631480596,11.686890545990563
ENSG00000213780,0.39160694323016,0.5,0.34067618506074493,3.0593255860227058
ENSG00000214128,0.5,0.5,0.027771463450703734,3.3519216925776125
ENSG00000214336,0.5,0.5,0.09433872261469985,3.464115650785416
ENSG00000215021,0.5,0.5,0.7960443244885465,2.848514913368467
ENSG00000219626,0.5,0.5,1.0,3.345350930445439
ENSG00000237289,0.5,0.5,0.0,2.5782697495059
ENSG00000240247,0.5,0.5,0.5693218719661117,2.0984049010867953
ENSG00000241644,0.4967086311212882,0.5,0.5388340798663286,2.326803226004031
ENSG00000250298,0.5,0.5,0.30093953921673167,2.603998266519566
ENSG00000254772,0.3693684306466634,0.5,0.7097919646806821,2.4747175286349905
ENSG00000256453,0.5,0.5,0.11066367094679248,1.8529191337253608
ENSG00000262655,0.5,0.5,0.6180562344905967,3.5300679217960655
ENSG00000273173,0.5,0.5,0.0,1.8742388837871278
ENSG00000274286,0.5,0.5,0.28621636765169434,3.2618682574547164
ENSG00000278570,0.3565314469103043,0.5,0.7471936394363021,2.7157407080918943
