gene_id,gene_symbol,span_bp,rds_doan_spanresid_pct,rds_tau_spanresid_pct,rds_nc_spanresid_pct,rds_brain_spanresid_pct,rds_spanresid,gds_v7,rds_v7,classification_v7,classification_r8_spanresid
ENSG00000011376,LARS2,166166,0.09268194611982308,0.03297145154804986,0.4758745476477684,0.09690390028146362,0.17439686369119423,0.653667,0.17893,gene-driven,gene-driven
ENSG00000011405,PIK3C2A,130257,0.1276638520305589,0.14334539605950944,0.5456373140329714,0.13128266988339365,0.23680136710896663,0.107579,0.212254,neutral,neutral
ENSG00000011465,DCN,42734,0.3970647366304785,0.4457177322074789,0.7955367913148371,0.40128669079211904,0.5096903900281464,0.173231,0.305639,neutral,regulation-driven
ENSG00000012171,SEMA3B,9989,0.781664656212304,0.7018496180136711,0.3837957378367511,0.9995979091274628,0.7058303176517893,0.790199,0.446502,gene-driven,neutral
ENSG00000012232,EXTL3,156093,0.09931644551668677,0.16686771210293527,0.805589063128267,0.10394049055086449,0.2936972255729795,0.803579,0.26915,gene-driven,gene-driven
ENSG00000012660,ELOVL5,81782,0.2257740249296341,0.39304382790510656,0.8027744270205066,0.22899075190993165,0.41248492159227984,0.252553,0.31162,neutral,regulation-driven
ENSG00000012779,ALOX5,71944,0.25392038600723765,0.6988339364696421,0.8540410132689988,0.25713711298753517,0.5158222758343385,0.231484,0.395155,regulation-driven,regulation-driven
ENSG00000012822,CALCOCO1,19229,0.6260554885404102,0.20004020908725373,0.32689987937273823,0.6302774427020507,0.4456071572175312,0.818406,0.125754,gene-driven,gene-driven
ENSG00000012963,UBR7,21975,0.5878568556493767,0.3954563731403297,0.63610776035384,0.5918777643747487,0.5526236429433051,0.380674,0.238339,neutral,dual-driven
ENSG00000013016,EHD3,35300,0.451145958986731,0.42480900683554484,0.9752714113389626,0.4549658222758343,0.5763570566948131,0.247688,0.349467,neutral,regulation-driven
ENSG00000013293,SLC7A14,126528,0.1344993968636912,0.8978689183755528,0.7139123441897869,0.13831926015279453,0.4709589867310011,0.280207,0.428478,neutral,regulation-driven
ENSG00000013297,CLDN11,35866,0.4457177322074789,0.7336147969441094,0.7322074788902292,0.4497386409328508,0.5901186168073984,0.543908,0.359369,neutral,neutral
ENSG00000013374,NUB1,36678,0.43727382388419783,0.010454362685967028,0.47265782066747086,0.44129473260956975,0.3402191395255328,0.819046,0.125653,gene-driven,gene-driven
ENSG00000013392,RWDD2A,5579,0.8815842380377965,0.4041013268998794,0.3681141938078006,0.8872135102533173,0.6349718536389224,0.527121,0.155257,neutral,neutral
ENSG00000013441,CLK1,11683,0.7490952955367913,0.18677121029352634,0.6212303980699638,0.7543224768797748,0.5775934861278649,0.256001,0.163953,neutral,regulation-driven
ENSG00000013561,RNF14,31965,0.48331322878970645,0.24648170486529955,0.6839565741857659,0.48713309207880984,0.47503015681544025,0.218456,0.225975,neutral,regulation-driven
ENSG00000013583,HEBP1,25396,0.5496582227583434,0.26316847607559307,0.48954563731403294,0.5538801769199839,0.46385203055890634,0.733587,0.18079,gene-driven,gene-driven
ENSG00000013810,TACC3,32314,0.47909127462806594,0.6751105749899478,0.07237635705669482,0.48311218335343786,0.427221552070768,0.159248,0.200543,neutral,regulation-driven
ENSG00000014123,UFL1,33682,0.4644149577804584,0.10816244471250502,0.7249698431845597,0.4684358665058303,0.44129473260956975,0.22495,0.199839,neutral,regulation-driven
ENSG00000014138,POLA2,44047,0.3856051467631685,0.21491757137112988,0.45476477683956573,0.3896260554885404,0.3610273421793325,0.76954,0.17878,gene-driven,gene-driven
ENSG00000014164,ZC3H3,103789,0.17350221149979894,0.20627261761158022,0.06433453960595094,0.17772416566143948,0.15524728588661035,0.463417,0.104292,gene-driven,gene-driven
ENSG00000014257,ACP3,50934,0.3433856051467632,0.9873341375150784,0.17370325693606756,0.3468033775633293,0.4626357056694813,0.467549,0.307398,gene-driven,neutral
ENSG00000014641,MDH1,18589,0.6334941696823482,0.5004020908725372,0.9734620024125452,0.6377161238439888,0.6860574989947729,0.723461,0.359017,gene-driven,neutral
ENSG00000014824,SLC30A9,99960,0.18214716525934863,0.15118616807398472,0.7159227985524729,0.18596702854845196,0.30861479694410937,0.298965,0.239596,neutral,neutral
ENSG00000014914,MTMR11,8229,0.8194611982308002,0.4081222356252513,0.3303176517893044,0.8248894250100522,0.5954262163248895,0.247226,0.158524,neutral,regulation-driven
ENSG00000014919,COX15,21260,0.5985122637716124,0.07559308403699236,0.8090068355448331,0.6025331724969843,0.521210293526337,0.417752,0.19607,neutral,neutral
ENSG00000015520,NPC1L1,28796,0.5100522718134298,0.8791716928025733,0.3252915158825895,0.5140731805388018,0.5569461198230801,0.106846,0.303327,regulation-driven,regulation-driven
ENSG00000015592,STMN4,23113,0.5741857659831122,0.9519501407318054,0.8445918777643747,0.5784077201447527,0.7370727784479293,0.529688,0.423452,neutral,dual-driven
ENSG00000016082,ISL1,11283,0.7573381584238038,0.7430639324487334,0.98854041013269,0.9981905910735827,0.8597406513872136,0.605348,0.622738,neutral,dual-driven
ENSG00000016391,CHDH,34085,0.4609971853638922,0.4714515480498593,0.5016083634901488,0.4650180940892642,0.4745677523120226,0.294934,0.244421,neutral,regulation-driven
ENSG00000016490,CLCA1,31892,0.48451950140731803,0.9813027744270205,0.20164857257740249,0.4883393646964214,0.5387615601125854,0.186942,0.304333,neutral,regulation-driven
ENSG00000016602,CLCA4,33677,0.46461600321672697,0.9236027342179333,0.14213912344189786,0.9987937273823885,0.6055790108564536,0.224166,0.478106,regulation-driven,regulation-driven
ENSG00000016864,GLT8D1,11547,0.7513067953357458,0.257740249296341,0.6837555287494974,0.7565339766787293,0.6120727784479292,0.294672,0.196823,neutral,regulation-driven
ENSG00000017427,IGF1,85871,0.21149979895456372,0.4925613188580619,0.8035786087655811,0.21511861680739847,0.43050864495375957,0.821793,0.337606,gene-driven,gene-driven
ENSG00000018280,SLC11A1,14866,0.6899879372738239,0.7969441093687173,0.6976276638520306,0.9891435464414958,0.7784680337756333,0.215209,0.537947,regulation-driven,regulation-driven
ENSG00000018408,WWTR1,219480,0.06453558504221954,0.3590671491757137,0.5062324085243265,0.06895858464012868,0.24947728186570162,0.435867,0.27317,gene-driven,gene-driven
ENSG00000018510,AGPS,174279,0.08665058303176518,0.08785685564937676,0.7094893445918777,0.09067149175713711,0.2434660233212706,0.296048,0.23844,neutral,neutral
ENSG00000019102,VSIG2,4782,0.9004825090470446,0.805589063128267,0.3271009248090068,0.9065138721351025,0.7346200241254522,0.532791,0.248442,neutral,regulation-driven
ENSG00000019485,PRDM11,139305,0.11620426216324889,0.32468837957378366,0.5886610373944512,0.12002412545235223,0.2872034579815039,0.746286,0.266988,gene-driven,gene-driven
ENSG00000019505,SYT13,46040,0.3715319662243667,0.8043827905106554,0.4672295938882187,0.37555287494973866,0.5044732609569763,0.820145,0.328458,gene-driven,gene-driven
ENSG00000019582,CD74,11333,0.7563329312424608,0.5474467229593888,0.3825894652191395,0.7615601125854443,0.6117209489344592,0.318536,0.210495,neutral,regulation-driven
ENSG00000019995,ZRANB1,46067,0.3713309207880981,0.1881785283474065,0.9650180940892642,0.37535182951347007,0.47476879774829106,0.277021,0.288802,neutral,regulation-driven
ENSG00000020633,RUNX3,65611,0.27663852030558905,0.8067953357458786,0.695416164053076,0.2800562927221552,0.5145556895858464,0.645657,0.385203,gene-driven,neutral
ENSG00000020922,MRE11,78316,0.23582629674306393,0.13268998793727382,0.5888620828307197,0.23904302372336148,0.2989445114595899,0.125322,0.202352,neutral,regulation-driven
ENSG00000021355,SERPINB1,9628,0.7891033373542421,0.44330518697225574,0.5323683152392441,0.7939284278246884,0.6394350623240852,0.346632,0.204312,neutral,regulation-driven
ENSG00000021852,C8B,45177,0.3795737836751106,0.9889425010052272,0.255729794933655,0.3835946924004825,0.5017591475673502,0.584614,0.326146,gene-driven,neutral
ENSG00000022840,RNF10,44109,0.38500201045436266,0.43425814234016885,0.7511057498994773,0.38902291917973464,0.4896461600321672,0.154443,0.294431,neutral,regulation-driven
ENSG00000023041,ZDHHC6,23145,0.573783675110575,0.08705267390430237,0.9139525532770406,0.5780056292722155,0.5379875351829514,0.271323,0.231856,neutral,neutral
ENSG00000023318,ERP44,119868,0.14374748693204664,0.04322476879774829,0.8150381986328911,0.1477683956574186,0.28724366706875754,0.695808,0.235324,gene-driven,gene-driven
ENSG00000023516,AKAP11,51110,0.34197828709288297,0.1885806192199437,0.23622838761560114,0.3455971049457177,0.2779151588258946,0.116717,0.128267,neutral,regulation-driven
ENSG00000023572,GLRX2,15249,0.6835544833132288,0.3769601930036188,0.4499396863691194,0.6885806192199437,0.5495074386811419,0.535605,0.184409,neutral,neutral
ENSG00000023608,SNAPC1,34009,0.46180136710896663,0.47788500201045436,0.35002010454362686,0.46582227583433855,0.438681141938078,0.48468,0.213259,neutral,neutral
ENSG00000023697,DERA,126080,0.1355046240450342,0.08825894652191395,0.6409328508242863,0.13932448733413752,0.25081423401688785,0.611977,0.215722,gene-driven,gene-driven
ENSG00000023902,PLEKHO1,15538,0.6801367108966626,0.4690390028146361,0.6143948532368315,0.6851628468033776,0.6119320466425412,0.255076,0.242511,neutral,regulation-driven
ENSG00000023909,GCLM,24258,0.5607157217531162,0.3279051065540812,0.7957378367511058,0.5647366304784881,0.5620727784479291,0.358032,0.2596,neutral,regulation-driven
ENSG00000024048,,129477,0.13027744270205066,0.015480498592681946,0.6946119823080016,0.1338962605548854,0.24338560514676316,0.346654,0.210394,neutral,neutral
ENSG00000024862,CCDC28A,19551,0.6212303980699638,0.1457579412947326,0.8757539203860072,0.6252513067953357,0.5667973462002412,0.505046,0.229142,neutral,neutral
ENSG00000025039,RRAGD,47658,0.36248492159227985,0.5215118616807398,0.8876156011258545,0.3663047848813832,0.5342882991556092,0.396954,0.350171,neutral,neutral
ENSG00000025156,HSF2,33569,0.4654201849618014,0.41777241656614394,0.7227583433856052,0.4692400482509047,0.5186067551266587,0.364656,0.27699,neutral,regulation-driven
ENSG00000026751,SLAMF7,15765,0.6757137112987536,0.7362283876156012,0.04784881383192602,0.6807398472054684,0.5348813831926016,0.218984,0.198633,neutral,neutral
ENSG00000027644,INSRR,19055,0.6272617611580217,0.6737032569360676,0.5526739043023723,0.6314837153196623,0.621069561720949,0.199347,0.286992,neutral,regulation-driven
ENSG00000027697,IFNGR1,21967,0.5882589465219139,0.4018898271009248,0.040410132689987936,0.5922798552472859,0.4055086449537595,0.506725,0.116003,gene-driven,neutral
ENSG00000027869,SH2D2A,10609,0.7710092480900683,0.5806192199437072,0.1823482106956172,0.7762364294330518,0.577291917973462,0.309158,0.181142,neutral,regulation-driven
ENSG00000028137,TNFRSF1B,42238,0.40048250904704463,0.7354242058705267,0.039806996381182146,0.9983916365098512,0.5136308805790109,0.326809,0.406956,neutral,regulation-driven
ENSG00000028310,BRD9,42511,0.39847205468435865,0.1640530759951749,0.7872939284278246,0.4024929634097306,0.4378769601930036,0.81928,0.232358,gene-driven,gene-driven
ENSG00000028839,TBPL1,38263,0.425211097708082,0.7024527543224769,0.9638118214716526,0.4294330518697226,0.6300160836349015,0.487244,0.415058,neutral,neutral
ENSG00000029364,SLC39A9,64376,0.2810615199034982,0.029553679131483716,0.9141535987133093,0.28468033775633295,0.37718134298351425,0.777656,0.239797,gene-driven,gene-driven
ENSG00000029559,IBSP,12882,0.7269802975472457,0.9097305991154001,0.206875753920386,0.7322074788902292,0.6436871733011661,0.517581,0.272165,neutral,neutral
ENSG00000029639,TFB1M,58360,0.3047848813831926,0.31423401688781666,0.6443506232408525,0.30840369923602734,0.39276236429433053,0.500281,0.251257,neutral,neutral
ENSG00000030304,MUSK,137780,0.11861680739847205,0.6700844390832328,0.5763972657820667,0.1224366706875754,0.3716928025733816,0.314911,0.349769,neutral,neutral
ENSG00000030419,IKZF2,152737,0.1033373542420587,0.5418174507438681,0.7838761560112586,0.10796139927623644,0.3840168878166466,0.686078,0.358916,gene-driven,gene-driven
ENSG00000031691,CENPQ,29738,0.5034177724165662,0.11198230800160837,0.1160032167269803,0.5072376357056695,0.30946924004825094,0.545818,0.068004,neutral,neutral
ENSG00000032219,ARID4A,75384,0.2448733413751508,0.09650180940892641,0.5804181745074387,0.24829111379171692,0.2923502211499799,0.805659,0.191697,gene-driven,gene-driven
ENSG00000032389,EIPR1,188906,0.07880981101728991,0.40952955367913146,0.8578608765581022,0.08303176517893043,0.3570969039002815,0.689857,0.341074,gene-driven,gene-driven
ENSG00000033100,CHPF2,8497,0.8126256533976679,0.3594692400482509,0.4995979091274628,0.8176517893043828,0.6220848411741053,0.131383,0.174256,neutral,regulation-driven
ENSG00000034677,RNF19A,79159,0.23301166063530357,0.09589867310012062,0.8021712907117008,0.23602734217933252,0.3416264575794129,0.792994,0.236932,gene-driven,gene-driven
ENSG00000034971,MYOC,17272,0.6533976678729393,0.7444712505026135,0.3433856051467632,0.658021712907117,0.5995878568556494,0.322326,0.262364,neutral,regulation-driven
ENSG00000035115,SH3YL1,48669,0.35745878568556494,0.24527543224768797,0.6449537595496582,0.36127864897466827,0.40205066344993967,0.721743,0.228991,gene-driven,gene-driven
ENSG00000035403,VCL,126171,0.13510253317249699,0.4819059107358263,0.9067149175713711,0.13892239646160032,0.41547044632086855,0.155629,0.361027,regulation-driven,regulation-driven
ENSG00000035499,DEPDC1B,103279,0.17450743868114194,0.765178930438279,0.4316445516686771,0.17872939284278247,0.3873039806996381,0.565931,0.335042,gene-driven,gene-driven
ENSG00000035681,NSMAF,76350,0.24225975070365902,0.016887816646562123,0.65902694008846,0.24547647768395658,0.29075190993164457,0.701417,0.187425,gene-driven,gene-driven
ENSG00000035687,ADSS2,43416,0.39103337354242057,0.3407720144752714,0.8466023321270607,0.39525532770406113,0.49320466425412135,0.373382,0.293175,neutral,neutral
ENSG00000035720,STAP1,48611,0.3580619219943707,0.8351427422597507,0.182951347004423,0.3618817852834741,0.43431845597104946,0.504111,0.275734,gene-driven,neutral
ENSG00000036549,ZZZ3,121004,0.14193807800562927,0.15641334941696824,0.5482509047044632,0.14595898673100122,0.2479392842782469,0.366428,0.213661,gene-driven,neutral
ENSG00000036565,SLC18A1,38352,0.42380377965420185,0.8260956976276639,0.5681544028950543,0.42802573381584236,0.5613088057901086,0.322325,0.348512,neutral,dual-driven
