gene_id,p_baseline,q_baseline,sig_baseline,p_realign,q_realign,sig_realign,frac_removed,stop_codons_masked,kept_cols
ENSG00000177910,2.890182115855566e-07,8.476429638292815e-07,True,2.087419126439727e-11,4.014267550845629e-11,True,0.6,170,1376
ENSG00000144746,0.5,0.5,False,0.5,0.5,False,0.5508,36,221
ENSG00000165494,7.078987396269554e-11,2.6245679686169196e-10,True,0.0,0.0,True,0.6746,497,2192
ENSG00000007171,0.0,0.0,True,0.0,0.0,True,0.6632,299,2609
ENSG00000144647,0.5,0.5,False,0.5,0.5,False,0.8578,0,580
ENSG00000019505,0.0,0.0,True,0.0,0.0,True,0.4985,46,509
ENSG00000146574,1.124706916311169e-05,2.9079593296729566e-05,True,0.04906948360064811,0.0757829862558272,False,0.6595,120,491
ENSG00000166086,0.0,0.0,True,0.2127049753062914,0.31220251913775515,False,0.6339,177,763
ENSG00000166477,0.5,0.5,False,0.5,0.5,False,0.4572,475,1612
ENSG00000204021,0.2748818877903799,0.46765619870830866,False,0.5,0.5,False,0.3531,31,381
ENSG00000155463,0.0,0.0,True,1.725484297748769e-05,2.8878398288682326e-05,True,0.7021,129,938
ENSG00000173369,0.5,0.5,False,0.0,0.0,True,0.8369,46,452
ENSG00000183560,1.316724507205436e-13,6.468409141646704e-13,True,0.002794861136618809,0.004401356120659542,True,0.6836,3,249
ENSG00000153294,2.307910251797551e-09,7.686514652173198e-09,True,0.5,0.5,False,0.8299,130,1417
ENSG00000138834,0.0,0.0,True,0.0,0.0,True,0.6743,277,2854
ENSG00000175197,5.551115123125783e-17,3.256101855803631e-16,True,0.0,0.0,True,0.7929,0,215
ENSG00000065357,0.0,0.0,True,0.2786457557106629,0.39664876257745607,False,0.7092,501,1948
ENSG00000164794,0.1636039106711817,0.3015986371173471,False,0.0,0.0,True,0.5745,75,488
ENSG00000064886,0.0,0.0,True,0.0,0.0,True,0.6984,220,1026
ENSG00000069956,8.613609825403046e-12,3.4898439808076257e-11,True,0.0,0.0,True,0.8516,194,663
ENSG00000170044,1.472085731091255e-08,4.7420466583513374e-08,True,0.0,0.0,True,0.6614,181,810
ENSG00000151532,0.5,0.5,False,2.682456672142841e-05,4.470761120238068e-05,True,0.5997,73,484
ENSG00000030419,0.0,0.0,True,0.0,0.0,True,0.6181,618,1833
ENSG00000168209,0.5,0.5,False,2.147278688191534e-09,3.921970206742528e-09,True,0.5265,38,331
ENSG00000107404,0.4951250291629544,0.5,False,0.0,0.0,True,0.577,105,1522
ENSG00000089775,0.5,0.5,False,0.0,0.0,True,0.6232,219,459
ENSG00000174004,0.5,0.5,False,0.5,0.5,False,0.6679,5,711
ENSG00000185860,0.4941002982510093,0.5,False,0.0,0.0,True,0.5755,95,475
ENSG00000095574,0.5,0.5,False,0.0,0.0,True,0.5689,253,538
ENSG00000100889,0.4854570895940329,0.5,False,1.665334536937735e-16,3.524517538492561e-16,True,0.6337,242,1590
ENSG00000116489,4.859291358183526e-09,1.5782657055918395e-08,True,0.5,0.5,False,0.7667,55,255
ENSG00000180878,0.5,0.5,False,0.244146797597441,0.35383593854701595,False,0.3496,30,320
ENSG00000198478,0.5,0.5,False,0.5,0.5,False,0.1707,0,102
ENSG00000254772,0.3612545734506207,0.5,False,0.3653735904158771,0.5,False,0.406,36,591
ENSG00000155754,0.03743270300063495,0.07505638917984456,False,3.47289980107135e-09,6.314363274675182e-09,True,0.4339,122,2188
ENSG00000114767,0.1531507859799973,0.2852524118016063,False,0.0,0.0,True,0.3553,50,655
ENSG00000115307,1.093569679255779e-14,5.6549063677305416e-14,True,7.003455146925575e-05,0.0001157595892053814,True,0.462,67,602
ENSG00000203985,0.2001264141768488,0.36077835216285126,False,0.4980837983397813,0.5,False,0.4195,136,602
ENSG00000146476,0.5,0.5,False,0.5,0.5,False,0.2593,11,754
ENSG00000262655,0.5,0.5,False,0.5,0.5,False,0.7357,118,780
ENSG00000256453,0.5,0.5,False,0.3620250337972473,0.49934487420309975,False,0.257,74,347
ENSG00000065243,8.196199008991822e-06,2.1618162486803935e-05,True,0.0,0.0,True,0.6663,1133,2964
ENSG00000087116,1.371741442657282e-09,4.6473654048647576e-09,True,0.0,0.0,True,0.6408,235,1715
ENSG00000171551,0.0001801751061371037,0.00043440991847780214,True,1.305365473053266e-05,2.203148477727031e-05,True,0.8424,133,1363
ENSG00000135312,0.5,0.5,False,0.5,0.5,False,0.0026,0,390
ENSG00000160050,0.0,0.0,True,0.0,0.0,True,0.6227,80,486
ENSG00000115839,0.0,0.0,True,0.0,0.0,True,0.386,402,3579
ENSG00000179639,0.4774781752669495,0.5,False,0.0,0.0,True,0.5769,144,501
ENSG00000196378,0.5,0.5,False,5.551115123125783e-16,1.1686558153949017e-15,True,0.6578,102,527
ENSG00000118298,2.331411724787458e-08,7.271784189218025e-08,True,0.0,0.0,True,0.7178,67,504
ENSG00000167525,0.001149767307871474,0.0025673781363266435,True,0.1342039904564131,0.20333937947941377,False,0.815,131,324
ENSG00000135775,1.043309882930998e-11,4.183885550937573e-11,True,0.0,0.0,True,0.7027,159,929
ENSG00000110218,0.0,0.0,True,0.0,0.0,True,0.4032,54,567
ENSG00000164175,0.3365693906398829,0.5,False,0.0,0.0,True,0.6661,168,800
ENSG00000134825,3.970326958568915e-05,9.813449652311846e-05,True,5.895466836935981e-09,1.062246276925402e-08,True,0.7756,23,92
ENSG00000219626,0.009570684322743661,0.019796204941253993,True,2.020605904817785e-14,4.123685520036296e-14,True,0.7751,108,446
ENSG00000141068,0.0,0.0,True,0.0,0.0,True,0.6686,235,1672
ENSG00000158869,0.5,0.5,False,0.4087251555893024,0.5,False,0.3449,24,188
ENSG00000065135,0.5,0.5,False,0.5,0.5,False,0.3612,143,451
ENSG00000171357,0.3619746892011467,0.5,False,0.3614555673501905,0.49934487420309975,False,0.2164,0,239
ENSG00000135100,0.0,0.0,True,0.0,0.0,True,0.5487,209,2439
ENSG00000109851,0.5,0.5,False,0.5,0.5,False,0.5499,44,343
ENSG00000164187,0.0,0.0,True,0.05310666411104725,0.08170256017084192,False,0.0902,112,1190
ENSG00000174775,0.1736297097657839,0.31737895785094455,False,0.4989764880519962,0.5,False,0.5961,23,538
ENSG00000134202,0.0,0.0,True,3.319081520736233e-08,5.8486017986541544e-08,True,0.7555,54,279
ENSG00000013374,0.0,0.0,True,0.0,0.0,True,0.5251,242,1426
ENSG00000171723,0.0,0.0,True,0.0,0.0,True,0.6084,514,3262
ENSG00000139718,0.4865306510165478,0.5,False,0.0,0.0,True,0.5246,335,3549
ENSG00000164548,0.003425293305128696,0.007315979722367269,True,0.0,0.0,True,0.593,79,455
ENSG00000241644,1.780490754832442e-10,6.419567583937153e-10,True,0.0,0.0,True,0.4216,51,413
ENSG00000134882,0.5,0.5,False,0.0,0.0,True,0.3485,114,1114
ENSG00000196189,7.549516567451064e-15,3.955946681344358e-14,True,0.0,0.0,True,0.662,280,1529
ENSG00000176402,0.3609654849537577,0.5,False,0.5,0.5,False,0.1724,21,504
ENSG00000203943,0.5,0.5,False,1.998401444325282e-15,4.1204153491242935e-15,True,0.6718,90,257
ENSG00000118094,0.3246570524116401,0.5,False,4.65421779671793e-07,8.02451344261712e-07,True,0.5383,145,1343
ENSG00000180198,0.0333440812170438,0.06720114829896519,False,0.0,0.0,True,0.7906,144,902
ENSG00000139233,0.0,0.0,True,0.5,0.5,False,0.56,67,121
ENSG00000168246,0.5,0.5,False,0.5,0.5,False,0.6776,188,374
ENSG00000018280,0.4851243055535847,0.5,False,0.0,0.0,True,0.7994,18,540
ENSG00000188620,0.488824856280722,0.5,False,0.4493571899878351,0.5,False,0.2645,16,356
ENSG00000206199,0.5,0.5,False,0.0,0.0,True,0.4251,166,817
ENSG00000146433,0.5,0.5,False,0.0,0.0,True,0.5676,49,595
ENSG00000134955,0.5,0.5,False,0.0,0.0,True,0.615,177,996
ENSG00000174564,5.178635298364043e-13,2.3127314457466692e-12,True,0.0,0.0,True,0.3449,33,376
ENSG00000132768,0.0,0.0,True,0.0,0.0,True,0.6789,184,734
ENSG00000073598,0.08095103178427304,0.15906877745609652,False,0.5,0.5,False,0.3068,26,314
ENSG00000164808,0.0002005591325184297,0.00048060816512038334,True,0.0,0.0,True,0.5299,553,2621
ENSG00000145428,0.0,0.0,True,0.0,0.0,True,0.6486,88,351
ENSG00000134086,5.296859062475789e-10,1.8586300103151654e-09,True,0.0,0.0,True,0.6313,20,382
ENSG00000147912,0.5,0.5,False,0.0,0.0,True,0.5407,135,1631
ENSG00000170893,0.4965111598733198,0.5,False,0.5,0.5,False,0.4051,30,329
ENSG00000114790,0.2213736008157731,0.3918911041468416,False,0.0,0.0,True,0.6197,357,1653
ENSG00000196482,0.470809505844722,0.5,False,0.0,0.0,True,0.7949,816,1857
ENSG00000156574,0.0007306996931406018,0.001650373444852049,True,0.0,0.0,True,0.2941,39,629
ENSG00000278570,0.002978157841110829,0.0064308573162448115,True,0.0,0.0,True,0.6921,87,497
ENSG00000160908,0.5,0.5,False,0.2130782193115179,0.31220251913775515,False,0.5828,186,809
ENSG00000081800,2.194974202396338e-10,7.84204419583419e-10,True,0.0,0.0,True,0.4731,304,1303
ENSG00000174514,0.4032883145115272,0.5,False,3.211091018640033e-07,5.608892608978224e-07,True,0.7474,58,977
ENSG00000179388,0.5,0.5,False,0.5,0.5,False,0.2989,110,734
ENSG00000164530,0.1642292833158073,0.3015986371173471,False,0.0,0.0,True,0.699,77,453
ENSG00000035403,0.5,0.5,False,0.5,0.5,False,0.4254,471,2453
ENSG00000110042,0.5,0.5,False,0.5,0.5,False,0.554,60,884
ENSG00000162692,0.0746174263524726,0.14736004299759664,False,0.0,0.0,True,0.6587,784,1803
ENSG00000152154,0.5,0.5,False,0.5,0.5,False,0.6314,47,300
ENSG00000116001,0.0,0.0,True,0.0,0.0,True,0.6147,293,1100
ENSG00000144771,0.4709563809300689,0.5,False,0.0,0.0,True,0.5873,58,428
ENSG00000116863,0.5,0.5,False,0.5,0.5,False,0.7622,10,360
ENSG00000054116,1.640045099726706e-09,5.508869437543551e-09,True,0.0,0.0,True,0.6244,62,456
ENSG00000184305,4.951451394508144e-06,1.3237553728174834e-05,True,0.0,0.0,True,0.6118,433,1489
ENSG00000132424,0.2961778875193277,0.49531025444721616,False,0.0,0.0,True,0.7639,405,1177
ENSG00000175137,6.949218978036242e-12,2.8448365191335867e-11,True,0.5,0.5,False,0.7135,2,542
ENSG00000151881,2.442490654175344e-15,1.3149299001245344e-14,True,0.0,0.0,True,0.6933,11,396
ENSG00000143858,0.3481088256383208,0.5,False,0.4979569830921415,0.5,False,0.7648,75,507
ENSG00000166886,0.0,0.0,True,0.0,0.0,True,0.2913,192,1382
ENSG00000155755,0.0872817203807918,0.1706553040281153,False,0.0,0.0,True,0.5378,271,1009
ENSG00000133678,0.0,0.0,True,9.43689570931383e-16,1.9660199394403812e-15,True,0.6044,29,320
ENSG00000205707,8.8662410746565e-13,3.871591935933338e-12,True,1.550948203199454e-09,2.8588906971418507e-09,True,0.7763,17,121
ENSG00000111110,5.539499414730642e-10,1.926569265477117e-09,True,0.0,0.0,True,0.6837,141,717
ENSG00000180219,0.4525681402603534,0.5,False,0.4894654562790669,0.5,False,0.1369,19,227
ENSG00000177791,0.5,0.5,False,0.2834064145503243,0.40091698461219055,False,0.0051,25,390
ENSG00000169814,0.0,0.0,True,0.0,0.0,True,0.7832,193,1212
ENSG00000136270,,,,0.0,0.0,True,0.772,201,1331
ENSG00000178860,0.0004640383788276914,0.0010664741688846942,True,0.5,0.5,False,0.3502,0,206
ENSG00000163382,2.561576617488015e-09,8.45966059388899e-09,True,0.1493116342618644,0.22452877332611187,False,0.883,63,376
ENSG00000146352,0.3897429126405519,0.5,False,6.106226635438361e-16,1.2787909184164107e-15,True,0.4009,74,399
ENSG00000139405,1.332267629550188e-15,7.271960811294777e-15,True,0.2001479201832568,0.2954212844033311,False,0.6873,23,293
ENSG00000215021,0.5,0.5,False,0.0,0.0,True,0.6126,144,896
ENSG00000153179,0.0,0.0,True,1.921670600424363e-09,3.5260011016960784e-09,True,0.4203,57,564
ENSG00000102678,0.5,0.5,False,0.5,0.5,False,0.6627,25,199
ENSG00000156966,0.2946928683907436,0.49493289434855653,False,0.3149297022076599,0.4420065995896982,False,0.5031,10,401
ENSG00000157927,0.0,0.0,True,1.009893113579352e-09,1.8788709089848412e-09,True,0.4879,70,1057
ENSG00000139131,0.0,0.0,True,0.0,0.0,True,0.4491,40,514
ENSG00000113525,5.547833749230957e-05,0.00013626866646548538,True,0.5,0.5,False,0.6059,0,134
ENSG00000185305,0.0,0.0,True,0.0,0.0,True,0.7422,190,530
ENSG00000168275,0.1867379219765317,0.33819356376394905,False,0.5,0.5,False,0.4409,63,260
ENSG00000181754,0.5,0.5,False,0.5,0.5,False,0.5,0,493
ENSG00000184500,2.039467145165119e-08,6.412084704399133e-08,True,0.0,0.0,True,0.7196,521,1413
ENSG00000214336,0.3985140325637262,0.5,False,0.5,0.5,False,0.2441,37,477
ENSG00000205436,0.003079835480832294,0.00661407291785296,True,0.0,0.0,True,0.7292,49,715
ENSG00000158882,1.238842362027981e-12,5.23510804598921e-12,True,0.104176099624609,0.15844273707164866,False,0.4644,109,610
ENSG00000136689,0.5,0.5,False,0.5,0.5,False,0.5702,101,670
ENSG00000168303,0.5,0.5,False,0.5,0.5,False,0.0,0,245
ENSG00000107831,2.578917744910925e-07,7.62041108082702e-07,True,0.5,0.5,False,0.5462,35,516
ENSG00000058804,0.2338135770466843,0.4120571111181477,False,0.5,0.5,False,0.7126,235,811
ENSG00000135063,0.5,0.5,False,0.0,0.0,True,0.6569,126,763
ENSG00000164754,1.215139100452234e-10,4.4217561710900743e-10,True,3.42201020131494e-07,5.951322089243374e-07,True,0.7622,454,1242
ENSG00000183090,0.4801102295938167,0.5,False,0.3361267239546709,0.470107306230309,False,0.6398,962,2265
ENSG00000078295,0.5,0.5,False,0.0,0.0,True,0.7816,257,1577
ENSG00000148308,0.009656429370994313,0.019868988182202958,True,0.0,0.0,True,0.4883,218,1809
ENSG00000004700,0.0,0.0,True,0.0,0.0,True,0.5898,642,1475
ENSG00000149575,1.651980346961679e-08,5.235711906096289e-08,True,0.5,0.5,False,0.6095,90,221
ENSG00000112210,0.4993413884884742,0.5,False,2.97539770599542e-14,6.041416661919635e-14,True,0.6722,87,255
ENSG00000146151,0.3246982072409987,0.5,False,0.5,0.5,False,0.5868,97,890
ENSG00000112245,3.544246533870865e-06,9.740481732945804e-06,True,0.5,0.5,False,0.6952,95,321
ENSG00000163581,0.004391429604044539,0.009328820726429751,True,0.0,0.0,True,0.7385,134,512
ENSG00000113430,0.5,0.5,False,0.001882020721384381,0.0029992362093774995,True,0.7796,61,685
ENSG00000181634,0.5,0.5,False,0.2450973823583252,0.3539312380625635,False,0.5743,116,444
ENSG00000164591,4.139814322123847e-06,1.1220324335135667e-05,True,0.5,0.5,False,0.7241,8,248
ENSG00000174358,3.386146918415989e-11,1.3175799395420628e-10,True,0.0,0.0,True,0.6146,40,1000
ENSG00000115137,1.561966889163102e-08,4.990674694643081e-08,True,0.0,0.0,True,0.1761,54,482
ENSG00000183283,0.0,0.0,True,0.0,0.0,True,0.4057,20,766
ENSG00000164458,0.5,0.5,False,0.0,0.0,True,0.4717,114,785
ENSG00000104237,0.5,0.5,False,0.0,0.0,True,0.5637,918,3385
ENSG00000189043,0.5,0.5,False,0.5,0.5,False,0.5212,1,79
ENSG00000050130,6.957673792662433e-08,2.1033583080894895e-07,True,1.656970965990823e-08,2.9588767249836126e-08,True,0.7067,134,620
ENSG00000162819,5.025778060385733e-08,1.543070920102807e-07,True,0.262648882524035,0.37670175492499824,False,0.6549,335,882
ENSG00000109906,0.03983235554842285,0.07946251639863035,False,1.440625396753603e-12,2.8386707325194143e-12,True,0.9075,142,676
ENSG00000100802,0.4899589102445315,0.5,False,0.0,0.0,True,0.7066,127,1087
ENSG00000174945,0.2059072861353747,0.36950485594156285,False,0.0,0.0,True,0.3485,62,987
ENSG00000183049,0.000559943677349517,0.0012720107814934115,True,0.0,0.0,True,0.5262,196,976
ENSG00000137161,0.5,0.5,False,0.5,0.5,False,0.8019,12,268
ENSG00000142606,2.221556272274938e-13,1.0393709702429174e-12,True,0.0,0.0,True,0.8017,155,1243
ENSG00000110395,0.4940627657001119,0.5,False,0.0,0.0,True,0.4458,363,2517
ENSG00000196781,1.188604770163693e-12,5.077409507329689e-12,True,0.0,0.0,True,0.7705,351,1847
ENSG00000163781,0.3293463092596834,0.5,False,0.0,0.0,True,0.6713,498,2108
ENSG00000205835,0.0167900632596355,0.03418909254423187,True,0.1948094319774414,0.28860656589250583,False,0.4933,4,494
ENSG00000137807,0.5,0.5,False,0.0,0.0,True,0.5826,1008,3350
ENSG00000165006,2.051469714675624e-05,5.168125627355899e-05,True,1.003641614261142e-13,2.0173700789168684e-13,True,0.2533,83,2226
ENSG00000176101,0.5,0.5,False,1.056932319443149e-13,2.113864638886298e-13,True,0.586,10,118
ENSG00000186106,2.855029428650013e-05,7.101433958604146e-05,True,0.01302915985573383,0.02027884802448845,True,0.6855,101,612
ENSG00000100628,2.639916063529313e-11,1.0374870129670199e-10,True,0.0,0.0,True,0.7542,116,871
ENSG00000173715,0.0002065993142712497,0.0004891176536662719,True,0.0,0.0,True,0.664,189,1342
ENSG00000162650,0.002120442814583234,0.0046296334785067275,True,1.004202276888577e-11,1.949907333764227e-11,True,0.7467,174,1240
ENSG00000148926,0.5,0.5,False,0.0,0.0,True,0.8585,58,211
ENSG00000198398,0.5,0.5,False,0.5,0.5,False,0.5576,25,142
ENSG00000179256,0.5,0.5,False,0.5,0.5,False,0.0,0,225
ENSG00000144655,0.0,0.0,True,0.4941194988575147,0.5,False,0.6942,58,796
ENSG00000138669,0.001306828276006589,0.0029016017653705622,True,5.008549130991469e-11,9.494879869178139e-11,True,0.7992,331,846
ENSG00000135916,0.5,0.5,False,0.0,0.0,True,0.6122,22,937
ENSG00000090054,0.5,0.5,False,0.4302696681265755,0.5,False,0.7455,215,831
ENSG00000137261,0.0,0.0,True,0.0,0.0,True,0.657,699,2487
ENSG00000164007,0.1599282499027124,0.2964707651498395,False,0.0,0.0,True,0.5963,55,474
ENSG00000198843,0.5,0.5,False,7.946353435261955e-07,1.3641808472552713e-06,True,0.5253,93,347
ENSG00000149485,0.5,0.5,False,0.0,0.0,True,0.7749,134,815
ENSG00000100504,0.5,0.5,False,0.5,0.5,False,0.597,678,2428
ENSG00000099260,4.339861803259737e-13,1.9604203318173294e-12,True,0.0,0.0,True,0.325,535,1545
ENSG00000164363,0.06410446787500185,0.12723765593371578,False,0.5,0.5,False,0.6659,51,721
ENSG00000143889,,,,1.110223024625157e-15,2.3009803619174236e-15,True,0.6494,579,1900
ENSG00000165632,0.0,0.0,True,0.001110664677425877,0.001791394641009479,True,0.6345,407,1620
ENSG00000096654,0.0,0.0,True,0.0,0.0,True,0.208,587,2090
ENSG00000106723,0.3757850841426411,0.5,False,0.5,0.5,False,0.4615,117,511
ENSG00000116353,4.333391835920075e-07,1.2522227878798453e-06,True,0.0,0.0,True,0.6733,88,346
ENSG00000171488,0.5,0.5,False,0.5,0.5,False,0.7351,81,755
ENSG00000204104,4.236241912813909e-08,1.3109000564849338e-07,True,0.0,0.0,True,0.5941,91,1327
ENSG00000085871,0.5,0.5,False,3.7990669543575e-07,6.578470916636364e-07,True,0.6904,37,222
ENSG00000240247,0.2671044538190803,0.4583932329733562,False,0.2642311488332642,0.377473069761806,False,0.256,0,93
ENSG00000106483,0.5,0.5,False,0.0,0.0,True,0.571,56,426
ENSG00000176029,0.1338018963989858,0.2540296873661904,False,0.5,0.5,False,0.4719,81,855
ENSG00000177669,0.3165257670268234,0.5,False,0.235405972476268,0.342408687238208,False,0.3077,87,432
ENSG00000135824,6.106226635438361e-16,3.3799254475032053e-15,True,0.0,0.0,True,0.4407,87,755
ENSG00000077152,0.5,0.5,False,0.002260336127713813,0.0035878351233552585,True,0.7964,39,215
ENSG00000151694,0.0002817401490564087,0.0006630172370010098,True,0.0,0.0,True,0.7688,409,1296
ENSG00000119718,0.0003206307696017041,0.0007500469788897007,True,2.270406085358445e-12,4.451776637957735e-12,True,0.6455,60,480
ENSG00000162711,1.203405999306018e-05,3.091101684491929e-05,True,0.07823893572126872,0.11944875682636447,False,0.6315,554,3270
ENSG00000146216,0.2372899862051349,0.41598750971394466,False,0.5,0.5,False,0.6989,215,2038
ENSG00000188306,1.304512053934559e-14,6.658093989562099e-14,True,0.0,0.0,True,0.3415,27,750
ENSG00000188916,0.5,0.5,False,0.5,0.5,False,0.1841,110,1188
ENSG00000182827,0.5,0.5,False,0.5,0.5,False,0.4549,68,804
ENSG00000115353,9.064415884552091e-13,3.914632354537332e-12,True,0.0,0.0,True,0.419,16,656
ENSG00000175985,0.5,0.5,False,0.5,0.5,False,0.6664,46,494
ENSG00000196465,0.0,0.0,True,0.0,0.0,True,0.7432,79,446
ENSG00000175535,0.2934092630069941,0.4948920187199514,False,0.5,0.5,False,0.6912,93,525
ENSG00000213471,0.5,0.5,False,0.0,0.0,True,0.6334,129,901
ENSG00000138678,8.478891477814443e-10,2.897569000679197e-09,True,0.0,0.0,True,0.7165,113,597
ENSG00000165929,8.133803075516255e-10,2.804021586559551e-09,True,0.0,0.0,True,0.7033,293,1048
ENSG00000142619,0.5,0.5,False,0.5,0.5,False,0.4727,26,656
ENSG00000134259,0.006230619847426955,0.01309429732641066,True,0.5,0.5,False,0.8662,1,242
ENSG00000114125,0.5,0.5,False,0.5,0.5,False,0.5734,17,218
ENSG00000000460,0.5,0.5,False,1.020468200241265e-05,1.7443900858825043e-05,True,0.8278,264,1294
ENSG00000162836,0.0,0.0,True,0.0,0.0,True,0.6856,110,837
ENSG00000092847,5.073477193917597e-10,1.7962851686573113e-09,True,0.0,0.0,True,0.5804,223,1781
ENSG00000184564,0.5,0.5,False,0.5,0.5,False,0.5,0,841
ENSG00000165685,0.3618761071461705,0.5,False,0.0,0.0,True,0.557,55,280
ENSG00000197345,0.0,0.0,True,6.895206627888228e-11,1.3009823826204205e-10,True,0.6392,112,350
ENSG00000060339,0.0,0.0,True,0.0,0.0,True,0.7067,750,2518
ENSG00000050165,0.0,0.0,True,0.5,0.5,False,0.7598,75,653
ENSG00000117245,1.347255640382627e-13,6.536684773708301e-13,True,0.0,0.0,True,0.6979,153,1107
ENSG00000179715,0.499920270388544,0.5,False,0.4216870571029737,0.5,False,0.728,9,432
ENSG00000116983,0.0,0.0,True,0.5,0.5,False,0.6358,0,256
ENSG00000168672,0.5,0.5,False,0.5,0.5,False,0.5,0,310
ENSG00000166272,0.0,0.0,True,0.0,0.0,True,0.7454,125,1055
ENSG00000111726,0.0,0.0,True,0.0,0.0,True,0.4865,127,608
ENSG00000176956,0.0,0.0,True,0.0,0.0,True,0.6422,24,302
ENSG00000117054,0.2700870089172006,0.4614964978454776,False,0.0,0.0,True,0.8012,418,1440
ENSG00000145414,0.5,0.5,False,0.1752029548404139,0.26149694752300584,False,0.5887,393,612
ENSG00000154269,0.0,0.0,True,0.0004757826138976351,0.0007799714981928445,True,0.6398,436,1896
ENSG00000146039,0.5,0.5,False,0.0,0.0,True,0.4268,88,795
ENSG00000104371,0.5,0.5,False,0.5,0.5,False,0.6814,34,217
ENSG00000112238,0.5,0.5,False,0.0,0.0,True,0.5401,10,706
ENSG00000196950,0.1361010254702742,0.25670180138145443,False,0.0,0.0,True,0.7137,466,1545
ENSG00000177125,0.09809297046138299,0.1899041250804114,False,0.5,0.5,False,0.5834,41,477
ENSG00000053328,0.5,0.5,False,0.5,0.5,False,0.4467,0,353
ENSG00000116132,0.5,0.5,False,0.0,0.0,True,0.2827,68,736
ENSG00000169302,1.645905634006795e-13,7.88830383127647e-13,True,0.0,0.0,True,0.4184,115,930
ENSG00000072571,2.775557561562891e-16,1.5808610459336465e-15,True,0.0,0.0,True,0.3668,628,1997
