gene_id,gene_symbol,cds_length,classification_v7,busted_p,busted_lrt,bh_fdr,bh_fdr_sig,storey_q,storey_sig,relax_K,relax_p,relax_fdr_sig,has_relax_active,relax_intensified,relax_relaxed,has_selectome,n_hars,has_doan_campra,tau,brain_tau,phyloP_cds,phyloP_gene,phastCons_cds,phastCons_gene,nc_conservation,gds_p_pct_resid,gds_lrt_pct_resid,gds_relax_pct,gds_selectome,gds_v7,rds_doan,rds_tau,rds_nc,rds_brain,rds_v7,classification_loo_campra,classification_loo_tau,rds_v7_no_brain,classification_loo_brain,gtex_Blood,gtex_Brain,gtex_Adipose Tissue,gtex_Muscle,gtex_Blood Vessel,gtex_Heart,gtex_Thyroid,gtex_Kidney,gtex_Uterus,gtex_Vagina,gtex_Breast,gtex_Skin,gtex_Salivary Gland,gtex_Adrenal Gland,gtex_Lung,gtex_Spleen,gtex_Pancreas,gtex_Esophagus,gtex_Stomach,gtex_Colon,gtex_Small Intestine,gtex_Prostate,gtex_Testis,gtex_Nerve,gtex_Liver,gtex_Pituitary,gtex_Ovary,gtex_Bladder,gtex_Cervix Uteri,gtex_Fallopian Tube,gtex_v11_tau,omega_max,omega_weighted,omega_positive,proportion_positive,has_positive_selection,bg_omega_max,bg_omega_weighted,hpa_tau_gtex,hpa_tau_hpa,hpa_tau_consensus,hpa_max_tissue_gtex,hpa_max_tissue_hpa,hpa_max_tissue_consensus,hpa_brain_mean_gtex,hpa_non_brain_mean_gtex,hpa_brain_mean_hpa,hpa_non_brain_mean_hpa,hpa_brain_mean_consensus,hpa_non_brain_mean_consensus
ENSG00000003987,MTMR7,83110,gene-driven,0.0,91.24487068315648,0.0,True,0.000000e+00,True,1.147748105297188,0.624014736375939,False,True,False,False,False,0,False,0.8555222232556434,0.0,4.016699,0.087056,0.870574,0.067505,-3.929643,0.943104,0.896261,0.549702,0.000000,0.708905,0.000000,0.612988,0.772216,0.000000,0.346301,gene-driven,gene-driven,0.432876,gene-driven,0.47731250000000003,5.870945,1.45183,0.588206,1.43333,0.381998,1.83445,0.551923,1.75079,1.06512,1.1380849999999998,1.22695,0.750438,0.808198,1.60558,1.08341,0.5753645000000001,1.1899350000000002,0.91152,1.09534,1.2133,1.06102,2.2889749999999998,1.6817449999999998,0.6477755000000001,9.64323,3.1818,1.15337,1.57571,1.80932,0.8555222232556434,133312.4282798778,1528.6057030496297,133312.4282798778,0.01145892533566238,True,4.663039516932117,2.370527978154834,0.8781157583438952,0.9209051724137932,0.9017371207037951,retina,cerebral cortex,retina,9.488888888888887,1.111111111111111,6.05,0.6473684210526317,8.989999999999998,1.0219512195121956
ENSG00000003989,SLC7A2,145710,regulation-driven,0.08443424931562504,3.557269962599094,0.2268913863295078,False,2.268914e-01,False,1.0,1.0,False,False,False,False,False,1,False,0.8182028195504599,0.136,4.003764,0.437813,0.765986,0.121293,-3.565951,0.088460,0.099517,0.500000,0.000000,0.160816,0.000000,0.559509,0.687977,0.991355,0.510143,regulation-driven,regulation-driven,0.389839,regulation-driven,0.08992900000000001,2.7810550000000003,49.8182,89.29079999999999,38.1908,8.97961,37.0708,5.77011,31.3833,25.15285,33.3838,14.0603,8.03774,9.10688,15.4515,6.38132,29.307949999999998,11.337,10.1055,8.44861,6.48054,21.1625,20.271900000000002,87.17625000000001,90.82159999999999,7.72784,146.964,17.2582,44.0706,45.6941,0.8182028195504599,8.425065952724248,0.6263665798742545,8.425065952724248,0.06222947576837801,True,1.577074523719781,1.1924060532756668,0.8500270343336035,0.8836219165085388,0.8917382892435907,liver,parathyroid gland,parathyroid gland,4.433333333333334,23.177777777777777,13.55,25.110526315789468,6.2,26.875609756097557
ENSG00000004059,ARF5,22840,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.37933944774665757,0.0,4.814159,1.02552,0.887952,0.25019,-3.788639,0.644351,0.522919,0.500000,0.000000,0.482398,0.000000,0.052875,0.737837,0.000000,0.197678,neutral,neutral,0.247097,neutral,225.514,179.8665,190.388,106.931,225.429,79.8913,218.363,128.09,270.281,255.7575,202.66649999999998,309.899,169.644,136.553,222.7655,223.896,115.90950000000001,212.7545,167.515,180.6615,178.865,214.951,199.348,248.8635,99.46815000000001,222.423,199.344,184.779,269.214,247.788,0.37933944774665757,1.0,0.6833214021046597,0.0,0.0,False,75.68979281120555,7.860901643816159,0.4778068176741278,0.4599264705882353,0.5275116882297752,esophagus,skin,esophagus,145.05555555555554,124.80740740740742,112.0,83.01842105263158,144.59999999999997,110.89999999999999
ENSG00000004142,POLDIP2,33732,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.550632413604449,0.0,4.808684,0.677514,0.909665,0.156949,-4.131170000000001,0.531162,0.422598,0.500000,0.000000,0.412686,0.000000,0.254121,0.815842,0.000000,0.267491,neutral,neutral,0.334363,neutral,52.118849999999995,64.2279,86.3419,206.5445,93.0173,83.002,97.5207,99.6245,96.9042,87.1718,89.5336,104.565,81.5259,187.422,79.11875,83.7242,52.0161,102.695,83.3006,88.5764,69.7622,95.7641,140.94650000000001,83.82159999999999,131.034,88.7832,91.1541,91.7775,94.2399,91.9279,0.550632413604449,6.632192369686337,1.9407357839670478,6.632192369686337,0.2604412007627664,True,7.881983532937129,2.0855503585093977,0.7568007662835249,0.7763389366692727,0.7779285287218879,skeletal muscle,skeletal muscle,skeletal muscle,42.83333333333333,60.95185185185186,47.3,57.73421052631579,44.01,59.926829268292686
ENSG00000004455,AK2,61440,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.49663728974420757,0.0,4.313269,0.214132,0.900082,0.084951,-4.099137,0.315641,0.241657,0.500000,0.000000,0.282971,0.000000,0.188983,0.809811,0.000000,0.249698,neutral,neutral,0.312123,neutral,14.7646,7.08003,20.4903,13.2239,17.4497,9.30258,38.1639,23.0991,25.5858,23.14445,24.2253,21.6048,20.4464,18.2016,20.9409,18.9273,8.12073,17.553150000000002,16.4713,19.275199999999998,22.7492,21.22115,16.43935,26.354599999999998,17.4706,19.004,23.5148,19.6644,24.331,26.442,0.49663728974420757,1.358321574050675,0.0,1.358321574050675,0.0,True,1.602011779508677,1.2435391804730243,0.5644529859776495,0.5391818796484111,0.5551494140257,liver,kidney,liver,37.31111111111111,78.21481481481482,44.05,69.42368421052632,40.46,76.50975609756097
ENSG00000004700,RECQL,112220,gene-driven,0.0,120.5000386212632,0.0,True,0.000000e+00,True,5.548883734888062,0.04819495746977187,False,True,False,False,False,0,False,0.5632568720412877,0.0,3.489373,0.303375,0.802296,0.109476,-3.185998,0.926015,0.929433,1.000000,0.000000,0.802935,0.000000,0.272417,0.595296,0.000000,0.216928,gene-driven,gene-driven,0.271160,gene-driven,11.879249999999999,4.633845,31.4916,9.052430000000001,38.759,9.37571,22.59615,6.33332,25.7326,19.136400000000002,25.35105,18.2141,14.6269,16.1581,30.10035,24.7353,5.786770000000001,18.39195,9.87706,17.327199999999998,20.4799,11.50065,9.402695,27.359099999999998,4.00536,8.73699,18.2936,22.3525,20.6568,27.3164,0.5632568720412877,14.59736046829792,3.4652710697180518,14.59736046829792,0.200182428628899,True,24.60314699655381,3.4268906496163845,0.5680428134556578,0.5215314136125656,0.5828970331588132,blood vessel,lymph node,lymph node,5.455555555555556,10.73703703703704,7.3,18.855263157894736,5.960000000000001,18.365853658536587
ENSG00000004799,PDK4,43320,regulation-driven,0.4981286149058203,0.007499583756725769,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.8739492009412536,0.315,4.011203,0.658259,0.812249,0.194884,-3.352944,0.443707,0.348814,0.500000,0.000000,0.359942,0.000000,0.639526,0.640933,0.996984,0.519511,regulation-driven,neutral,0.400143,neutral,4.111805,22.34515,592.523,1496.61,193.38,170.068,132.6985,53.5334,135.831,92.52585,693.3075,35.7392,65.6843,292.061,215.3365,172.545,102.1565,122.77850000000001,127.914,222.356,216.24,120.09700000000001,22.057850000000002,439.67449999999997,49.06725,65.1907,349.596,407.485,85.6552,268.859,0.8739492009412536,72.2120052077157,0.6608195218206083,72.2120052077157,0.009151103336900567,True,25.85424470127325,3.721556653272028,0.9192977435389726,0.8816605117383276,0.9134927221306196,skeletal muscle,tongue,skeletal muscle,28.45555555555556,222.3777777777778,267.95,127.56842105263159,77.99,212.8487804878049
ENSG00000004846,ABCB5,99640,neutral,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.8977168628793506,0.0,2.478424,0.18209,0.644157,0.091715,-2.296334,0.168476,0.125251,0.500000,0.000000,0.196542,0.000000,0.677322,0.373743,0.000000,0.262766,regulation-driven,neutral,0.328458,neutral,0.0,0.0,0.734546,0.0071555,0.028411,0.0,0.0177815,0.004284,0.15205,0.21350750000000002,1.076755,0.104859,0.047686,0.0,0.031882499999999994,0.01404,0.0051895,0.0276285,0.042399,0.25894300000000003,0.147495,0.025744999999999997,0.4216395,0.42434649999999996,0.0025485,0.0,0.009219,0.172068,0.235649,0.064809,0.8977168628793506,1.111565062058198,0.5864260320387041,1.111565062058198,0.0,True,2.088235563199374,1.2816698323321154,0.876388888888889,0.9630350194552528,0.9685664148928051,breast,epididymis,epididymis,0.0,0.32962962962962966,0.05,0.9973684210526321,0.01,1.0024390243902443
ENSG00000004866,ST7,250080,regulation-driven,0.5,0.0,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,0,False,0.5414208974020194,0.0,5.229937,0.233479,0.958616,0.12323,-4.996458,0.015279,0.012666,0.500000,0.000000,0.109148,0.000000,0.246281,0.961399,0.000000,0.301920,regulation-driven,regulation-driven,0.377400,regulation-driven,3.17185,6.138909999999999,11.0421,3.523545,23.7889,7.86935,22.583849999999998,6.88605,14.3809,9.86364,10.01355,9.30227,8.71282,13.9931,19.501849999999997,7.92809,7.66891,8.24132,9.22114,9.684059999999999,7.06681,12.4122,8.626535,11.449,8.710529999999999,20.2475,15.2353,11.4431,13.8336,17.6118,0.5414208974020194,152.5603874269919,1.2556348768793,152.5603874269919,0.005391459417803638,True,9999.999999999984,45.871333502595746,0.4713541666666667,0.6016191709844559,0.5893528395814285,liver,liver,liver,14.133333333333333,15.588888888888892,10.35,15.642105263157895,13.73,16.36829268292683
ENSG00000004948,CALCR,77160,neutral,5.076963849326432e-10,41.41598066042206,2.548090534270111e-09,True,2.548091e-09,True,0.4646638199607744,1.815222983037046e-08,True,True,False,True,False,0,False,0.9325966739036462,0.333,2.973697,0.220199,0.666267,0.090461,-2.753498,0.407519,0.778046,0.232332,0.000000,0.422512,0.000000,0.743667,0.488339,0.997386,0.507479,dual-driven,neutral,0.385002,neutral,0.0,0.0433065,0.07316,0.1748565,0.061055,0.008705,0.018816,0.713173,0.010723,0.0,0.06942200000000001,0.010448,0.018894,0.015493,0.0725165,0.0,0.0,0.0,0.011462,0.018528,0.032719,0.0,0.9032074999999999,0.114022,0.0,0.273383,0.016754,0.00806,0.0,0.0,0.9325966739036462,484.2649581137435,4.4921696144048235,484.2649581137435,0.008037169956498915,True,224.8557302774865,18.005766790345273,0.9520833333333333,0.9017857142857142,0.9465686274509805,hypothalamus,kidney,hypothalamus,0.5777777777777778,0.06296296296296297,0.0,0.14473684210526316,0.52,0.13902439024390245
ENSG00000005001,PRSS22,53874,gene-driven,0.0,120.6541920354575,0.0,True,0.000000e+00,True,2.113574353301118,1.730873855354531e-08,True,True,True,False,False,0,False,0.9041004876185346,0.0,0.699436,-0.325086,0.316225,0.077001,-1.024522,0.965018,0.940088,0.769921,0.000000,0.773767,0.000000,0.686369,0.141536,0.000000,0.206976,gene-driven,gene-driven,0.258720,gene-driven,0.0945635,0.1141595,0.09233,0.019812999999999997,0.039778,0.019663,14.27355,11.0535,0.146781,52.3217,7.515165,4.38908,68.8745,0.065489,12.0,0.30617,9.624855,0.5992145,10.678,0.206014,1.00682,31.4652,0.3580985,0.066157,0.9330670000000001,12.6253,0.10756,9.41545,7.48124,4.52718,0.9041004876185346,842.9959055015069,72.6175503880523,842.9959055015069,0.085257217311966,True,17.43954165829701,2.94701897969799,0.9317144487234346,0.8286764705882351,0.9498351330262526,esophagus,stomach,esophagus,0.17777777777777776,7.033333333333335,0.0,0.6131578947368422,0.15999999999999998,4.821951219512196
ENSG00000005108,THSD7A,182420,regulation-driven,0.01733016381061681,6.724319084722083,0.05097589284092727,False,5.097589e-02,False,1.0,1.0,False,False,False,False,False,2,False,0.8434879741828044,0.0,4.002718,0.145203,0.827692,0.088857,-3.857515,0.058705,0.097708,0.500000,0.000000,0.149859,0.000000,0.593285,0.755730,0.000000,0.337254,regulation-driven,neutral,0.421567,regulation-driven,0.0142355,1.6032250000000001,4.47219,0.2090395,1.20617,0.487793,3.05605,3.35265,6.18059,3.613175,4.468579999999999,0.63918,1.02629,0.978186,1.913035,0.988109,0.23834149999999998,1.258855,0.621811,1.8309449999999998,0.970221,3.93895,1.237035,14.7926,0.3262975,3.55727,2.34926,3.80033,6.5314,6.27216,0.8434879741828044,45.96729269419373,1.4047226387116951,45.96729269419373,0.02605671592764798,True,2.874224459255306,1.2839623750165985,0.719806763285024,0.8203571428571428,0.7971988795518204,retina,kidney,kidney,1.688888888888889,1.1555555555555554,1.4000000000000001,1.2500000000000002,1.64,1.3658536585365857
ENSG00000005156,LIG3,242685,neutral,4.558578110297473e-05,18.60553505495773,0.00016312494619150815,True,1.631249e-04,True,0.7061713094871387,0.002807435732703145,True,True,False,True,False,0,False,0.6272693257510011,0.0,4.100179,0.597954,0.822814,0.160837,-3.5022249999999997,0.040611,0.220949,0.353086,0.000000,0.151116,0.000000,0.345597,0.675111,0.000000,0.255177,neutral,neutral,0.318971,neutral,7.265725,4.852105,7.81484,7.14705,11.5558,4.47378,16.538249999999998,4.24182,26.1607,14.6347,10.6812,14.3295,10.8419,8.41271,11.2455,14.2652,5.7646,12.0041,8.78724,11.11275,9.42111,17.54255,32.44445,15.268650000000001,4.382630000000001,13.8645,19.5924,15.6843,19.1333,23.6793,0.6272693257510011,717.1505779669558,15.105639619232825,717.1505779669558,0.01982188534916184,True,703.466525143447,22.12816547011079,0.5948028673835126,0.5881979695431472,0.6221757738628446,testis,testis,testis,4.266666666666667,6.951851851851852,5.85,8.23157894736842,4.5600000000000005,8.146341463414634
ENSG00000005238,ATOSB,143550,gene-driven,0.0,123.0010826875223,0.0,True,0.000000e+00,True,4.745200366127913,1.328936960476312e-13,True,True,True,False,False,0,False,0.7003223000137792,0.0,3.202088,1.76956,0.922805,0.522425,-1.4325279999999998,0.911540,0.927624,1.000000,0.000000,0.797326,0.000000,0.423804,0.210897,0.000000,0.158675,gene-driven,gene-driven,0.198344,gene-driven,40.178349999999995,11.7838,12.1155,5.286965,23.8148,7.03017,14.05455,7.77757,12.4045,14.0642,9.688505,13.1752,8.54773,10.5989,23.60205,26.3106,2.231785,14.334900000000001,7.42773,12.1878,9.62756,13.54585,10.1167,13.4337,3.8293150000000002,16.2622,9.33893,11.578,13.3892,11.6174,0.7003223000137792,14343.05608158328,1822.4204405937903,14343.05608158328,0.1269985579635745,True,19.93154624731574,2.3076731004547035,0.5020676015821647,0.7371584699453552,0.6120218579234973,spinal cord,bone marrow,bone marrow,19.700000000000003,13.94814814814815,14.05,9.38684210526316,19.39,12.93414634146341
ENSG00000005249,PRKAR2B,46530,neutral,0.2661225449776938,1.261302400554996,0.5,False,5.001005e-01,False,1.0,1.0,False,False,False,False,False,1,False,0.8159950155553627,0.0,4.3753,0.098415,0.91941,0.081394,-4.276885,0.421793,0.355247,0.500000,0.000000,0.354202,0.000000,0.555690,0.851830,0.000000,0.351880,neutral,neutral,0.439850,neutral,4.379975,17.39715,94.3992,0.8656265000000001,5.78558,7.72005,6.1624099999999995,3.91938,17.2852,9.32744,50.10535,2.99581,13.0958,54.0538,13.952750000000002,21.6237,3.3943250000000003,31.55455,8.51845,14.83835,14.4588,14.8081,29.34935,19.44395,1.14818,20.511,51.5116,34.0332,17.0412,14.4467,0.8159950155553627,160.5440113110044,105.04195847879542,160.5440113110044,0.6521207384963075,True,4.577745529933433,1.950796440810059,0.813334710174859,0.931970551378446,0.912612413386407,adipose tissue,adipose tissue,adipose tissue,16.58888888888889,14.555555555555555,7.8500000000000005,11.015789473684213,14.970000000000002,13.697560975609754
