gene_id,K,LRT,p_value,fdr,fdr_significant,test_omega,null_omega
ENSG00000184232,6.31891914207785,67.24479559723295,2.220446049250313e-16,4.050484001929142e-15,True,,
ENSG00000198382,2.864654722577374,67.32715187832946,2.220446049250313e-16,4.050484001929142e-15,True,,
ENSG00000263961,10.10119289473446,66.98799468907237,2.220446049250313e-16,4.050484001929142e-15,True,,
ENSG00000113658,2.400950292635102,66.15911221253191,4.440892098500626e-16,8.012914003816348e-15,True,,
ENSG00000115806,4.261757870133443,65.44629983472987,5.551115123125783e-16,9.908442047729892e-15,True,,
ENSG00000139428,5.039159596699962,65.28340671994374,6.661338147750939e-16,1.1763639707730382e-14,True,,
ENSG00000052723,10.50550798434965,64.84228091610294,7.771561172376096e-16,1.3299785099117855e-14,True,,
ENSG00000060642,3.023813148455564,65.06158060437883,7.771561172376096e-16,1.3299785099117855e-14,True,,
ENSG00000152939,5.462479115625388,64.9610280693305,7.771561172376096e-16,1.3299785099117855e-14,True,,
ENSG00000017427,5.93771939114355,64.72147973727988,8.881784197001252e-16,1.5044654864308243e-14,True,,
ENSG00000163798,4.856429202284721,64.44237356862868,9.992007221626409e-16,1.658673198789984e-14,True,,
ENSG00000221818,6.437767366850227,64.37196795500131,9.992007221626409e-16,1.658673198789984e-14,True,,
ENSG00000078900,6.430027905252485,63.58601224301674,1.554312234475219e-15,2.5546121873553104e-14,True,,
ENSG00000014138,2.044475560664605,63.40415550339821,1.665334536937735e-15,2.6839372148705246e-14,True,,
ENSG00000158850,6.873857585623355,63.36636137176174,1.665334536937735e-15,2.6839372148705246e-14,True,,
ENSG00000174446,39.86890126848188,63.29454610022094,1.77635683940025e-15,2.835338801350399e-14,True,,
ENSG00000096696,1.835082986673632e-11,62.42538307211362,2.775557561562891e-15,4.388024335423237e-14,True,,
ENSG00000136866,5.890821978123967,62.02528826109847,3.441691376337985e-15,5.389818570491561e-14,True,,
ENSG00000106609,11.12720012616199,60.4677759170645,7.438494264988549e-15,1.1540093906430833e-13,True,,
ENSG00000204147,2.474676265176934,60.10247658303706,8.992806499463768e-15,1.38222766565832e-13,True,,
ENSG00000027697,4.501131618274743,59.94604955115938,9.769962616701378e-15,1.48790256364443e-13,True,,
ENSG00000032219,4.606307154029419,59.12016786911408,1.48769885299771e-14,2.2450728145238171e-13,True,,
ENSG00000100744,11.15251751136842,58.86739759162083,1.687538997430238e-14,2.5237069691299054e-13,True,,
ENSG00000178965,2.604334577881148,58.36541352243512,2.176037128265307e-14,3.2251978865360803e-13,True,,
ENSG00000170185,2.703602474675694,58.19975087111379,2.364775042451583e-14,3.4739173189996705e-13,True,,
ENSG00000092871,9.714343600573523,57.67394966802385,3.097522238704187e-14,4.5104271195166227e-13,True,,
ENSG00000103024,4.552699924362344,57.63709046641179,3.153033389935445e-14,4.551335154167686e-13,True,,
ENSG00000133606,7.342449272421059,57.19901702689094,3.941291737419306e-14,5.640124382858661e-13,True,,
ENSG00000132768,2.901815295781623,56.7957418340593,4.840572387365683e-14,6.867820652159859e-13,True,,
ENSG00000215018,2.675879976695751,56.60958788340213,5.3179682879545e-14,7.481209625427517e-13,True,,
ENSG00000135744,4.100905560995717,55.98843175537331,7.294165271787278e-14,1.0090261959305735e-12,True,,
ENSG00000164291,22.56381168903763,55.98819100968831,7.294165271787278e-14,1.0090261959305735e-12,True,,
ENSG00000186891,3.512179258434921,55.49209553165201,9.381384558082573e-14,1.287032922844386e-12,True,,
ENSG00000099282,5.056636270721773,55.18687159032015,1.09579012530503e-13,1.4909931213166801e-12,True,,
ENSG00000119125,4.869550414171258,55.08337978467171,1.155742168634788e-13,1.5597821137672749e-12,True,,
ENSG00000005238,4.745200366127913,54.80863018803211,1.328936960476312e-13,1.7790607696699015e-12,True,,
ENSG00000117707,7.055256832350121,54.71774815824028,1.391109449855321e-13,1.847393349407866e-12,True,,
ENSG00000010539,7.994430179299959,54.25149420813977,1.764144386129374e-13,2.324190222995842e-12,True,,
ENSG00000157111,3.431285637368289,54.07432574221275,1.930677839823147e-13,2.5235631607137196e-12,True,,
ENSG00000168890,7.975313595912704,53.98695264916205,2.018385458768535e-13,2.617593641840444e-12,True,,
ENSG00000153832,7.007815242520791,53.44594738903834,2.657873920952625e-13,3.420209851768494e-12,True,,
ENSG00000136197,2.890890008141826,53.37948411230536,2.750022431996513e-13,3.496016029680331e-12,True,,
ENSG00000173848,9.318558341662524,53.37319211533031,2.758904216193514e-13,3.496016029680331e-12,True,,
ENSG00000085978,1.946149553247388,53.26782881507825,2.909894547542535e-13,3.6594128400913695e-12,True,,
ENSG00000151376,2.065595584150206e-11,52.76008654847101,3.769207168602406e-13,4.704423984872175e-12,True,,
ENSG00000171126,6.848425447941644,52.58289474235062,4.124478536482457e-13,5.096153951508649e-12,True,,
ENSG00000111186,2.956638834773829,52.57330780098346,4.144462550925709e-13,5.096153951508649e-12,True,,
ENSG00000160606,2.644016670936827,52.30189166563105,4.759526106568046e-13,5.809421571252174e-12,True,,
ENSG00000188306,5.635110036843144,52.23889348145167,4.913847106990943e-13,5.954004523799245e-12,True,,
ENSG00000164896,10.0561127223809,51.88638855476529,5.880851361439454e-13,7.074067579702532e-12,True,,
ENSG00000162924,3.347657664295039,51.86069794306241,5.958566973163215e-13,7.115986457158948e-12,True,,
ENSG00000198246,9.484852419978665,51.69303188451886,6.48925357893404e-13,7.694400672164647e-12,True,,
ENSG00000162236,4.9661585053663,51.65696649347228,6.609157665593557e-13,7.78099413112433e-12,True,,
ENSG00000106628,2.412186259606696,51.60314226349874,6.793454687681333e-13,7.941644212359868e-12,True,,
ENSG00000112062,3.892292929950346,51.29457964209723,7.949196856316121e-13,9.2277390080313e-12,True,,
ENSG00000160563,4.66936069959256,50.92133222829943,9.614531393253856e-13,1.1083418133889862e-11,True,,
ENSG00000038274,3.919608816630894,50.76777538211172,1.039612840258997e-12,1.1901774585034034e-11,True,,
ENSG00000260230,3.103432262168904,50.71377572999154,1.068700683504176e-12,1.2150980374088577e-11,True,,
ENSG00000187498,2.064856014856554,50.30514061756548,1.316058373390661e-12,1.4861611563459165e-11,True,,
ENSG00000115194,3.146758324227302,50.16837736491289,1.410982441996111e-12,1.5825884146713136e-11,True,,
ENSG00000006530,2.496546493482946,50.01211334165419,1.527999948791603e-12,1.702335513418833e-11,True,,
ENSG00000176956,3.974880965094744,49.84736781870015,1.661781823258934e-12,1.83903855107322e-11,True,,
ENSG00000165471,4.276793324560117,49.80175974716622,1.70086167372574e-12,1.869821442638893e-11,True,,
ENSG00000007866,2.171513216328583,49.71657786300784,1.77635683940025e-12,1.9399686535555362e-11,True,,
ENSG00000147416,8.046441865284827,49.43646865694245,2.049027614248189e-12,2.223127999772545e-11,True,,
ENSG00000173264,2.598769616396375,49.39277466035855,2.095212892072595e-12,2.258476234312018e-11,True,,
ENSG00000134321,4.222125234260923,49.25862332334145,2.243427665860054e-12,2.402638661501735e-11,True,,
ENSG00000110435,6.101505670977602,49.19834128026559,2.313482738713901e-12,2.4617829142724847e-11,True,,
ENSG00000107447,5.741360760719145,48.96064937694609,2.611466598523293e-12,2.76116850544501e-11,True,,
ENSG00000139131,13.86463312463823,48.74873532689526,2.909450458332685e-12,3.0567644055900356e-11,True,,
ENSG00000168398,2.628580781363868,48.54732082691044,3.224198685813917e-12,3.366144539906354e-11,True,,
ENSG00000187033,2.42622269571683,48.40833894028037,3.460898234664e-12,3.5906819184639e-11,True,,
ENSG00000164050,2.335060432134134,48.3404049511737,3.582911745070305e-12,3.694182296159445e-11,True,,
ENSG00000183560,4.739592771801197,48.15320745201825,3.941846848931618e-12,4.0391764007570906e-11,True,,
ENSG00000074071,4.024742873051691,48.0128062192216,4.234390615920347e-12,4.312324185538513e-11,True,,
ENSG00000133317,8.158471377974276,47.90612032188801,4.471201187072893e-12,4.5257280308176846e-11,True,,
ENSG00000156958,2.137220065702631,47.87961469011498,4.532041408822352e-12,4.559508326451579e-11,True,,
ENSG00000142784,5.551032508346185,47.78767323722423,4.749645121648882e-12,4.749645121648882e-11,True,,
ENSG00000139973,4.304362271219279,47.68167850224563,5.013545134602282e-12,4.98352390625137e-11,True,,
ENSG00000028310,6.324870342034133,47.61020830983762,5.199729535831921e-12,5.137827993738683e-11,True,,
ENSG00000168961,3.698074842921452,46.47964836492611,9.257483668534405e-12,9.093149638915451e-11,True,,
ENSG00000162241,3.385006073133863,46.34977503979826,9.89186510480522e-12,9.659115337633333e-11,True,,
ENSG00000187715,7.426255427557644,45.99926789324672,1.182975939428843e-11,1.1483859996794616e-10,True,,
ENSG00000196260,12.19355615758155,45.94552318066053,1.215871847648486e-11,1.17345771342819e-10,True,,
ENSG00000171209,23.05877622819425,45.76688473567083,1.331967869333539e-11,1.2780732156610837e-10,True,,
ENSG00000145545,3.088416507919267,45.64007223978479,1.421041062599215e-11,1.3557058413302856e-10,True,,
ENSG00000213563,16.46363204643202,45.54432888392148,1.49222856293818e-11,1.4154853797013592e-10,True,,
ENSG00000134905,3.493185836876596,45.45273156848998,1.563671414572809e-11,1.4748264478357175e-10,True,,
ENSG00000174840,2.568570085193455,45.31402622991664,1.678424066398065e-11,1.5741152261134395e-10,True,,
ENSG00000196230,7.003973582782171,45.15316370215442,1.822109130245053e-11,1.6992703124757234e-10,True,,
ENSG00000137411,5.648908600194759,44.98812892031856,1.98232541492871e-11,1.8383576473640555e-10,True,,
ENSG00000155545,1.921021518810071,44.81186982533472,2.169042723210168e-11,2.0003394002938216e-10,True,,
ENSG00000110880,7.285600395135467,44.5880645690122,2.431699286375988e-11,2.2301772460685855e-10,True,,
ENSG00000143376,0.3547400084816446,44.43262145238987,2.632638551602895e-11,2.4011977998136294e-10,True,,
ENSG00000164512,2.011966760500409,44.28862797530746,2.833577816829802e-11,2.5703492764685637e-10,True,,
ENSG00000136856,7.414218147099611,43.89618523613171,3.462630182582416e-11,3.1238946212428317e-10,True,,
ENSG00000100461,6.181285609387727,43.70198600739968,3.823830141413964e-11,3.4311124512146923e-10,True,,
ENSG00000164161,6.795246488051241,43.63502116870222,3.95694588206652e-11,3.53146783023141e-10,True,,
ENSG00000240682,5.607436802502142,43.61356071942282,4.000577646934289e-11,3.551314916529904e-10,True,,
ENSG00000149476,7.239665853834655,43.01768129113043,5.424738436232701e-11,4.789928619226747e-10,True,,
ENSG00000007944,6.733671854098079,42.90446494629032,5.74793546093133e-11,5.048451251400004e-10,True,,
ENSG00000175197,50,42.31359544734369,7.77501396598268e-11,6.792906938700657e-10,True,,
ENSG00000167612,3.597202136863757,41.98403345829865,9.20217235744758e-11,7.997699535792137e-10,True,,
ENSG00000151458,2.031478606506467,41.82495511715388,9.982126236707245e-11,8.630379975486472e-10,True,,
ENSG00000090263,5.023215395968114,41.67625733132172,1.077090638901268e-10,9.264095650653393e-10,True,,
ENSG00000175877,2.841354932337509,41.39044676872618,1.246651670783194e-10,1.0667225636598464e-09,True,,
ENSG00000147689,3.826582681019638,40.79693123689867,1.688981177139226e-10,1.437799361051854e-09,True,,
ENSG00000132429,5.496637187577436,40.04033721511769,2.487723360644623e-10,2.106949376872487e-09,True,,
ENSG00000211452,2.056444361080415,39.96494107261606,2.585621716733044e-10,2.178747233389266e-09,True,,
ENSG00000106992,9.996207469159273,39.94812738129258,2.607974947110847e-10,2.18648404656768e-09,True,,
ENSG00000104671,4.088154905568037,39.81287726632945,2.794963149810314e-10,2.3314767983342317e-09,True,,
ENSG00000151962,1.804977843412728,39.55050316044071,3.196840570041104e-10,2.653377673134116e-09,True,,
ENSG00000020633,8.138032615017929,39.31191368828513,3.612304899647256e-10,2.983296583788281e-09,True,,
ENSG00000139233,50,39.18332560126646,3.858212638263581e-10,3.170610385899775e-09,True,,
ENSG00000077157,3.022001220915195,39.04506575269625,4.141345044672562e-10,3.3865186079588436e-09,True,,
ENSG00000076053,2.528381742735733,38.68562877944714,4.978611967132451e-10,4.0512234634509166e-09,True,,
ENSG00000240720,2.734603150227435,38.47660588505823,5.541396230768214e-10,4.487179386865968e-09,True,,
ENSG00000169282,5.315595557284396,38.18475202812988,6.43533337729707e-10,5.185754080734532e-09,True,,
ENSG00000070193,4.120755437206864,37.89887426093446,7.450822181453987e-10,5.975055469185323e-09,True,,
ENSG00000089818,1.946779819572793,37.48621110134263,9.206152506990861e-10,7.347217866156168e-09,True,,
ENSG00000100453,1.88423566180581,37.0311137189201,1.162592133674423e-09,9.233985367940392e-09,True,,
ENSG00000198393,1.918131202579165,36.97657375163544,1.195570864531703e-09,9.450703024393461e-09,True,,
ENSG00000145428,5.739228337325054,36.94552239430413,1.214763400980701e-09,9.51512745953222e-09,True,,
ENSG00000134086,3.571305302309834,36.94484597334849,1.215184952663151e-09,9.51512745953222e-09,True,,
ENSG00000197956,7.083335468059008,36.6159548612186,1.438495100813952e-09,1.1210806888972582e-08,True,,
ENSG00000171130,3.923421443400137,36.04712025313165,1.926032222598906e-09,1.494024995100086e-08,True,,
ENSG00000169607,4.195733265880453,35.9492692031381,2.025223211354898e-09,1.5636607120228515e-08,True,,
ENSG00000144481,2.154441295111775,35.89842955890344,2.07876205138291e-09,1.5975671320813105e-08,True,,
ENSG00000106077,2.743116452522112,35.76977465958771,2.220664763186164e-09,1.6987573764465584e-08,True,,
ENSG00000186007,2.822743001512858,35.70337136555827,2.297660395278456e-09,1.7495946129184574e-08,True,,
ENSG00000183833,1.814149194957114,35.38980114206788,2.698964496339329e-09,2.0457904401476193e-08,True,,
ENSG00000144057,3.508608521225812,35.35317656504776,2.750196514966774e-09,2.0751482794749296e-08,True,,
ENSG00000162526,8.831205320344825,35.0073034839761,3.284709837458877e-09,2.4672481132044054e-08,True,,
ENSG00000189320,10.04993939760807,34.99000256415366,3.314025054379499e-09,2.4780547703918777e-08,True,,
ENSG00000172331,5.373799194514707,34.90745496546333,3.45754480601812e-09,2.573777747977614e-08,True,,
ENSG00000113302,2.478357742765699,34.88397844290921,3.499487033487014e-09,2.593369855173412e-08,True,,
ENSG00000029364,2.491273981688291,34.766439125342,3.717265273373016e-09,2.7425157127996475e-08,True,,
ENSG00000081692,8.625945815856277,34.61157169792568,4.025064503920817e-09,2.9564633081896263e-08,True,,
ENSG00000164047,10.80590915414868,34.38408983308,4.524064345368117e-09,3.308346613793425e-08,True,,
ENSG00000158055,1.745249260505428,34.35156915104017,4.6002931464173e-09,3.349336238181017e-08,True,,
ENSG00000165698,4.901248008956842,34.23958777396547,4.872755643425819e-09,3.532215881260637e-08,True,,
ENSG00000196408,4.055233110001832,34.05033067794648,5.370478062260986e-09,3.8760841666753205e-08,True,,
ENSG00000240021,5.585012893133196,33.95021938600257,5.654031021151695e-09,4.0630699113038157e-08,True,,
ENSG00000018408,7.550926728148982,33.79912956948465,6.110619787946803e-09,4.372253813789523e-08,True,,
ENSG00000137207,3.639711338207423,33.74625278958047,6.278987552121862e-09,4.4734417753314554e-08,True,,
ENSG00000196154,7.860688432172853,33.37547164853277,7.597617646126764e-09,5.389762945542918e-08,True,,
ENSG00000196990,50,33.33858391678086,7.743102603541274e-09,5.469595881650432e-08,True,,
ENSG00000155833,10.67172193582675,33.16527659649182,8.464871359414872e-09,5.9541044307748673e-08,True,,
ENSG00000072571,2.778191254973769,33.14844410550722,8.538467044516551e-09,5.980529659872352e-08,True,,
ENSG00000146955,3.527181260618202,32.96911259285662,9.363469888334919e-09,6.53082353556133e-08,True,,
ENSG00000044115,4.64123893717796,32.90335565435817,9.685593882480248e-09,6.727232571095068e-08,True,,
ENSG00000197024,3.736482290906684,32.80148804596683,1.020666817730387e-08,7.05961215596851e-08,True,,
ENSG00000143162,3.337503279854251,32.74901479156324,1.04859437799476e-08,7.222683267515775e-08,True,,
ENSG00000173258,6.295849644821479,32.72952342412464,1.059162002547964e-08,7.265326133180249e-08,True,,
ENSG00000116824,3.832753161608881,32.50524119957299,1.188715137434571e-08,8.120440856548922e-08,True,,
ENSG00000095380,6.634363618749291,32.12747595320252,1.443808961276716e-08,9.822634736554707e-08,True,,
ENSG00000165115,4.292262705190584,31.777608530203,1.728743015405598e-08,1.1679880487351714e-07,True,,
ENSG00000005001,2.113574353301118,31.77521602247725,1.730873855354531e-08,1.1679880487351714e-07,True,,
ENSG00000114547,11.22398144382627,31.75981936411517,1.744649669177534e-08,1.1725175914310554e-07,True,,
ENSG00000116128,0.6182553470082358,31.68563615791209,1.81257849840577e-08,1.2101486553580307e-07,True,,
ENSG00000004948,0.4646638199607744,31.6828048126481,1.815222983037046e-08,1.2101486553580307e-07,True,,
ENSG00000143110,3.813679292762814,31.59327785411097,1.900864499138066e-08,1.2621740274276759e-07,True,,
ENSG00000119787,7.716330371850466e-11,31.40562976401998,2.09372935655594e-08,1.3846975027421756e-07,True,,
ENSG00000114021,6.578290499304945,31.2270367032288,2.295467382840144e-08,1.51209359345819e-07,True,,
ENSG00000165120,9.411037577710651,31.06138767165521,2.499953122292453e-08,1.64028544782825e-07,True,,
ENSG00000166091,5.424089135491973,31.01519845310031,2.560158096631682e-08,1.673174189137241e-07,True,,
ENSG00000196277,8.312664814535578e-12,30.98713764765125,2.597440762475145e-08,1.6908830061602905e-07,True,,
ENSG00000173221,7.593199466527935,30.95510308151552,2.640668450570871e-08,1.7123084484170492e-07,True,,
ENSG00000180357,0.02093743530284495,30.9307902687724,2.673956767118568e-08,1.7271471725357287e-07,True,,
ENSG00000139151,1.886198502737532,30.5398193462097,3.270837534152804e-08,2.104492366935525e-07,True,,
ENSG00000150873,5.75211896574026,30.31217824698797,3.678093263292936e-08,2.3573879602572483e-07,True,,
ENSG00000100583,8.517188748267795,30.29675285400663,3.707460494162262e-08,2.3670709308882133e-07,True,,
ENSG00000196387,2.908498279864669,29.81878344010693,4.743736725654202e-08,3.0170892584620596e-07,True,,
ENSG00000244219,3.178893530575359,29.78558450806213,4.825668697971963e-08,3.0574847475700226e-07,True,,
ENSG00000147533,8.976141298204316,29.40327763100504,5.877814812649262e-08,3.7099515547520055e-07,True,,
ENSG00000143153,0,29.36515090723697,5.994600194014765e-08,3.7693319401759506e-07,True,,
ENSG00000160818,2.371586403941185,29.28669504201025,6.242283212554156e-08,3.9102604274867545e-07,True,,
ENSG00000144560,0.4718112459857601,29.19349234829133,6.549882691775366e-08,4.0875207775741005e-07,True,,
ENSG00000154124,10.16155739149884,29.17230687647316,6.621893888780761e-08,4.116982717369312e-07,True,,
ENSG00000167588,1.909931123389108,29.03265588132126,7.116842548615665e-08,4.408193518918658e-07,True,,
ENSG00000009724,3.525403939144701,28.98185016997741,7.305962290704571e-08,4.5085120455649023e-07,True,,
ENSG00000148187,3.128325505634386,28.95787601650227,7.396944623483392e-08,4.547751138882382e-07,True,,
ENSG00000160323,8.228106458746832e-06,28.8919902559428,7.65287220261257e-08,4.6877372163604676e-07,True,,
ENSG00000138472,9.720862109547625,28.75511904063023,8.213253954725275e-08,5.012500575310278e-07,True,,
ENSG00000135119,1.658781409781139,28.72656718856888,8.33523821075488e-08,5.068313344268536e-07,True,,
ENSG00000204628,4.851082863007214,28.25318929626519,1.064391111915697e-07,6.448500897007508e-07,True,,
ENSG00000139636,5.915994131350098,28.13845818841219,1.129391735688046e-07,6.817419204516932e-07,True,,
ENSG00000197345,5.841873511075072,28.12983593377794,1.134434421956598e-07,6.823047610318669e-07,True,,
ENSG00000106013,12.322952922711,28.09830574357147,1.153067590298207e-07,6.910080144025356e-07,True,,
ENSG00000100908,3.888754622321271,28.0231439122399,1.198731856000279e-07,7.157895255253465e-07,True,,
ENSG00000181092,4.317445120539947,27.53266645757139,1.544634732342232e-07,9.190299841176005e-07,True,,
ENSG00000119772,4.756115267072946,27.40299498330569,1.651752271625284e-07,9.792531324635611e-07,True,,
ENSG00000163630,1.77880669959019e-10,27.34919698360318,1.698349578749259e-07,1.0032954806846156e-06,True,,
ENSG00000144550,0.4826552645372572,27.29110708251392,1.750144831280664e-07,1.0302270992645043e-06,True,,
ENSG00000163898,5.475056470125777,27.22103220765712,1.814737673466738e-07,1.0644751017508076e-06,True,,
ENSG00000150779,1.512542037599643e-13,27.20274239688115,1.831986332634372e-07,1.070808912736992e-06,True,,
ENSG00000139579,1.657072510240547,27.11541186656177,1.916638322496667e-07,1.1163577597699885e-06,True,,
ENSG00000112531,3.834785812646393,27.094598742995,1.937384953576426e-07,1.1244961618660373e-06,True,,
ENSG00000139155,3.558805510545108,26.91278846940259,2.128458496120089e-07,1.2310944611705044e-06,True,,
ENSG00000173137,2.519172642454151,26.78152681147185,2.278046462578232e-07,1.3130406694027311e-06,True,,
ENSG00000103275,4.115188953754736,26.62195828300901,2.474157516640929e-07,1.421142379800672e-06,True,,
ENSG00000111237,2.494347493071584,26.55070326811619,2.567112508122804e-07,1.469450608097881e-06,True,,
ENSG00000188060,23.16499704714004,26.5217684106542,2.60585124478574e-07,1.486499335513515e-06,True,,
ENSG00000148346,7.083216103063582,26.48788338797931,2.651962947020081e-07,1.507622771251142e-06,True,,
ENSG00000104381,3.062531122330736,26.48103599000024,2.661379956414578e-07,1.5078125350335152e-06,True,,
ENSG00000183814,4.430947403328135,26.42980065576558,2.732914209380155e-07,1.5430740093779107e-06,True,,
ENSG00000132963,17.59777766097832,26.35013442420677,2.847990878684925e-07,1.6025982571582967e-06,True,,
ENSG00000114353,6.312063863426838,26.21712475882669,3.051048558244673e-07,1.7110610157723502e-06,True,,
ENSG00000104643,2.409269862063191,26.18775136204204,3.097812431018809e-07,1.7314372510071455e-06,True,,
