gene_id,gds_p_pct,gds_lrt_pct,gds_fdr,gds_selectome,gds_v5,busted_p,busted_lrt,busted_fdr,busted_fdr_sig,has_selectome,selectome_evidence,rds_har_pct,rds_rate_pct,rds_tau_pct,rds_tpm_pct,rds_v5,n_hars,max_nc_accel,brain_tau,brain_tpm,has_brain_expr,gene_symbol,classification_v5,known_intelligence_gene,cds_length,gc_content,length_category
ENSG00000006530,1.0,0.9208,0.15,0.0,0.6802,0.0,105.4836735229401,0.0,True,False,0.0,0.0,0.2367,0.0,0.0,0.0829,0,0.8026861663835444,0.0,0.0,no,AGK,gene-driven,no,133260,0.1454074741107609,long
ENSG00000006555,0.0001,0.0092,0.0,0.0,0.0023,0.5,-0.008569735349738,0.5,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,TTC22,neutral,no,44980,0.33492663405958206,medium
ENSG00000006715,0.5183,0.7382,0.15,0.0,0.49,4.706196689741038e-06,23.14696658500179,1.7965174470277762e-05,True,False,0.0,0.8761,0.0,0.0,0.0,0.3066,2,0.0,0.0,0.0,no,VPS41,gene-driven (dual),no,175670,0.1759947629077247,long
ENSG00000006831,0.0001,0.2585,0.0,0.0,0.0647,0.5,0.0,0.5,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,ADIPOR2,neutral,no,35320,0.23881653454133636,medium
ENSG00000007171,1.0,0.924,0.15,0.0,0.681,0.0,108.6150247233454,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,NOS2,gene-driven,no,180153,0.2805837260550754,long
ENSG00000007216,1.0,0.8971,0.15,0.0,0.6743,0.0,85.24981594450946,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,SLC13A2,gene-driven,no,63837,0.26739978382442786,medium
ENSG00000007341,1.0,0.9439,0.15,0.0,0.686,0.0,127.5424391897832,0.0,True,False,0.0,0.0,0.6329,0.0,0.0,0.2215,0,1.4349475015660984,0.0,0.0,no,ST7L,gene-driven,no,179020,0.13949279410121773,long
ENSG00000007402,1.0,0.8378,0.15,0.0,0.6594,9.338640971634504e-13,54.01256911098608,5.748811905063122e-12,True,False,0.0,0.0,0.7923,0.0,0.5089,0.3536,0,2.163708446381001,0.0,112.6,yes,CACNA2D2,gene-driven (dual),no,229830,0.21289213766697124,long
ENSG00000007866,1.0,0.9612,0.15,0.0,0.6903,0.0,155.5238212532531,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,TEAD3,gene-driven,no,63790,0.3437529393321837,medium
ENSG00000007908,0.0001,0.2585,0.0,0.0,0.0647,0.5,0.0,0.5,False,False,0.0,0.0,0.8551,0.0,0.3728,0.3552,0,2.7882769581822635,0.0,45.4,yes,SELE,regulation-driven,no,144190,0.2392606976905472,long
ENSG00000007944,1.0,0.8635,0.15,0.0,0.6659,1.831867990631508e-15,66.50493929076765,1.3379899244348196e-14,True,False,0.0,0.4076,0.4179,0.0,0.0,0.2889,1,0.9589263761877478,0.0,0.0,no,MYLIP,gene-driven,no,29450,0.27062818336162986,short
ENSG00000007968,0.0001,0.0832,0.0,0.0,0.0208,0.5,-0.000863892633788,0.5,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,E2F2,neutral,no,23840,0.34395973154362414,short
ENSG00000008018,0.0001,0.2585,0.0,0.0,0.0647,0.5,0.0,0.5,False,False,0.0,0.0,0.1594,0.0,0.0,0.0558,0,0.7519893209755851,0.0,0.0,no,PSMB1,neutral,no,8230,0.4128797083839611,short
ENSG00000008083,0.0001,0.1019,0.0,0.0,0.0255,0.5,-0.0002517876273486,0.5,False,False,0.0,0.0,0.2609,0.0,0.0,0.0913,0,0.8155744889314802,0.0,0.0,no,JARID2,neutral,no,232540,0.2627418938677217,long
ENSG00000008118,0.0026,0.4401,0.0,0.0,0.1108,0.472685165401711,0.1123570876079611,0.5,False,False,0.0,0.4076,0.8792,0.0,0.0,0.4504,1,3.036156884376585,0.0,0.0,no,CAMK1G,regulation-driven,no,68140,0.17340769004989728,medium
ENSG00000008197,0.0001,0.2585,0.0,0.0,0.0647,0.5,0.0,0.5,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,TFAP2D,neutral,no,21360,0.3368445692883895,short
ENSG00000008256,0.0001,0.2585,0.0,0.0,0.0647,0.5,0.0,0.5,False,False,0.0,0.0,0.0749,0.0,0.8343,0.1514,0,0.6912241908717706,0.0,612.3,yes,CYTH3,neutral,no,52430,0.20932672134274272,medium
ENSG00000008323,0.0001,0.0269,0.0,0.0,0.0068,0.5,-0.0058529235611786,0.5,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,PLEKHG6,neutral,no,162960,0.21450662739322532,long
ENSG00000008394,0.0001,0.0862,0.0,0.21,0.2316,0.5,-0.0007025028298812,0.5,False,True,0.7,0.4076,0.0,0.0,0.0,0.1426,1,0.0,0.0,0.0,no,MGST1,neutral,no,41430,0.13149891383055756,medium
ENSG00000008405,0.0001,0.2585,0.0,0.0,0.0647,0.5,0.0,0.5,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,CRY1,neutral,no,53800,0.22427509293680298,medium
ENSG00000008516,0.7,0.7672,0.15,0.0,0.5518,8.127852713091245e-08,31.26447358716905,3.488174235972032e-07,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,MMP25,gene-driven,no,34389,0.31489720550175926,medium
ENSG00000008952,1.0,0.8132,0.15,0.0,0.6533,9.614092855159127e-11,44.74411718134797,5.141989017372204e-10,True,False,0.0,0.0,0.6377,0.0,0.0,0.2232,0,1.4513262926049144,0.0,0.0,no,SEC62,gene-driven,no,36920,0.20593174431202602,medium
ENSG00000009709,0.0001,0.0655,0.0,0.0,0.0164,0.5,-0.0018570340216683,0.5,False,False,0.0,0.0,0.157,0.0,0.1065,0.0709,0,0.7486159273472396,0.0,5.5,yes,PAX7,neutral,no,51500,0.30036893203883497,medium
ENSG00000009724,0.7823,0.7793,0.15,0.0,0.5795,1.2921737957416471e-08,34.94241530231375,5.8482915923739335e-08,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,MASP2,gene-driven,no,194600,0.11120246659815006,long
ENSG00000009765,1.0,0.847,0.15,0.0,0.6618,1.230682222796986e-13,58.06535630378494,8.03335088739135e-13,True,False,0.0,0.0,0.256,0.9403,0.1183,0.2484,0,0.8126708953448489,0.373,6.7,yes,IYD,gene-driven,no,68980,0.2514931864308495,medium
ENSG00000009780,1.0,0.9451,0.15,0.0,0.6863,0.0,128.747803124661,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,FAM76A,gene-driven,no,59240,0.25008440243079,medium
ENSG00000009790,1.0,0.9725,0.15,0.0,0.6931,0.0,183.4640177974943,0.0,True,False,0.0,0.4076,0.715,0.5373,0.7041,0.5791,1,1.7509648498970916,0.194,265.8,yes,TRAF3IP3,dual-driven,no,125240,0.25545352922389014,long
ENSG00000009844,1.0,0.8643,0.15,0.0,0.6661,1.609823385706477e-15,66.71404642995549,1.1845061420863931e-14,True,False,0.0,0.0,0.1329,0.0,0.0,0.0465,0,0.7342331636019509,0.0,0.0,no,VTA1,gene-driven,no,61410,0.2012050154697932,medium
ENSG00000009954,0.0001,0.2585,0.0,0.0,0.0647,0.5,0.0,0.5,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,BAZ1B,neutral,no,134420,0.23165451569706888,long
ENSG00000010017,0.0001,0.2585,0.0,0.0,0.0647,0.5,0.0,0.5,False,False,0.0,0.0,0.3164,0.0,0.0,0.1107,0,0.8560781715799933,0.0,0.0,no,RANBP9,neutral,no,37110,0.2497978981406629,medium
ENSG00000010072,0.0253,0.5434,0.0,0.0,0.1434,0.2848102172563766,1.125570088581298,0.5,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,SPRTN,neutral,no,54320,0.20758468335787925,medium
ENSG00000010165,0.0002,0.4053,0.0,0.0,0.1014,0.4987054395076377,0.0051849571100319,0.5,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,METTL13,neutral,no,76340,0.23422845166361017,medium
ENSG00000010244,1.0,0.9507,0.15,0.0,0.6877,0.0,136.0861920817115,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,ZNF207,gene-driven,no,126810,0.2906553110953395,long
ENSG00000010256,0.026,0.545,0.0,0.0,0.1441,0.2804904812157499,1.156136618108576,0.5,False,False,0.0,0.0,0.7874,0.0,0.0,0.2756,0,2.148762363277872,0.0,0.0,no,UQCRC1,neutral,no,53740,0.22206922218087086,medium
ENSG00000010278,1.0,0.8561,0.15,0.0,0.664,1.3933298959045711e-14,62.42660481822531,9.665861788325435e-14,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,CD9,gene-driven,no,49488,0.1564015518913676,medium
ENSG00000010295,0.0001,0.1138,0.0,0.0,0.0285,0.5,-1.169300230685622e-05,0.5,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,IFFO1,neutral,no,117270,0.2342713396435576,long
ENSG00000010322,0.7621,0.7772,0.15,0.0,0.5729,2.031028761839693e-08,34.03798224175989,9.109411236601113e-08,True,False,0.0,0.0,0.8116,0.0,0.0,0.2841,0,2.344477892107572,0.0,0.0,no,NISCH,gene-driven,no,227240,0.25752508361204013,long
ENSG00000010539,1.0,0.9282,0.15,0.0,0.6821,0.0,112.3004212506239,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,ZNF200,gene-driven,no,65043,0.11455498670110542,medium
ENSG00000010704,0.0001,0.2585,0.0,0.0,0.0647,0.5,0.0,0.5,False,False,0.0,0.0,0.0966,0.0,0.2249,0.0675,0,0.7089040078587998,0.0,13.4,yes,HFE,neutral,no,112220,0.21116556763500266,long
ENSG00000010803,1.0,0.8472,0.15,0.0,0.6618,1.08080211447259e-13,58.32581085592392,7.064270325081029e-13,True,False,0.0,0.0,0.7899,0.0,0.0,0.2764,0,2.152163950596377,0.0,0.0,no,SCMH1,gene-driven,no,225370,0.22834450015530017,long
ENSG00000011007,0.8057,0.7815,0.15,0.0,0.5871,7.676345781248983e-09,35.98395006809733,3.5093882275673204e-08,True,False,0.0,0.0,0.5821,0.0,0.0,0.2037,0,1.274065435633051,0.0,0.0,no,ELOA,gene-driven,no,164720,0.14635745507527925,long
ENSG00000011021,1.0,0.9105,0.15,0.0,0.6776,0.0,96.17831758075044,0.0,True,False,0.0,0.0,0.2633,0.0,0.0,0.0921,0,0.8157077177237052,0.0,0.0,no,CLCN6,gene-driven,no,154820,0.2841234982560393,long
ENSG00000011083,0.1118,0.6456,0.075,0.0,0.2699,0.0412618985436861,4.989337155486282,0.1163395600291413,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,SLC6A7,neutral,no,100430,0.251876929204421,long
ENSG00000011114,0.0001,0.0135,0.0,0.0,0.0034,0.5,-0.0077179740037536,0.5,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,BTBD7,neutral,no,244900,0.17494079216006533,long
ENSG00000011376,1.0,0.8818,0.15,0.0,0.6704,0.0,75.66877037391532,0.0,True,False,0.0,0.0,0.6208,0.0,0.0,0.2173,0,1.397680273274454,0.0,0.0,no,LARS2,gene-driven,no,170440,0.19652076977235391,long
ENSG00000011405,0.0001,0.2585,0.0,0.0,0.0647,0.5,0.0,0.5,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,PIK3C2A,neutral,no,265450,0.14457713317008852,long
ENSG00000011465,0.0323,0.5698,0.0,0.0,0.1521,0.2436055570054579,1.438115501565335,0.5,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,DCN,neutral,no,122610,0.1781094527363184,long
ENSG00000012171,1.0,0.9164,0.15,0.0,0.6791,0.0,102.2200062875854,0.0,True,False,0.0,0.0,0.6304,0.9851,0.6746,0.4696,0,1.4291422158749256,0.414,247.7,yes,SEMA3B,gene-driven (dual),no,135310,0.23769861798832312,long
ENSG00000012232,1.0,0.9763,0.15,0.0,0.6941,0.0,197.2966886341019,0.0,True,False,0.0,0.0,0.587,0.0,0.0,0.2054,0,1.2796407833615269,0.0,0.0,no,EXTL3,gene-driven,no,228870,0.15502687114956087,long
ENSG00000012660,0.0012,0.4274,0.0,0.0,0.1072,0.4884117996709938,0.0468983932514675,0.5,False,False,0.0,0.0,0.5266,0.0,0.0,0.1843,0,1.1461059567025196,0.0,0.0,no,ELOVL5,neutral,no,72780,0.21112943116240726,medium
ENSG00000012779,0.0001,0.2585,0.0,0.0,0.0647,0.5,0.0,0.5,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,ALOX5,neutral,no,80830,0.28042805888902633,long
ENSG00000012822,1.0,0.996,0.15,0.0,0.699,0.0,378.5567771948699,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,CALCOCO1,gene-driven,no,138650,0.24664262531554274,long
ENSG00000012963,0.5732,0.7503,0.15,0.0,0.5095,1.380762232661148e-06,25.5994553765413,5.52527059151774e-06,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,UBR7,gene-driven,no,53470,0.23304656816906677,medium
ENSG00000013016,0.0001,0.2585,0.0,0.0,0.0647,0.5,0.0,0.5,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,EHD3,neutral,no,74510,0.2139041739363844,medium
ENSG00000013293,0.0001,0.2585,0.0,0.0,0.0647,0.5,0.0,0.5,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,SLC7A14,neutral,no,62290,0.28457216246588535,medium
ENSG00000013297,0.0001,0.2585,0.0,0.0,0.0647,0.5,0.0,0.5,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,CLDN11,neutral,no,15780,0.35621039290240814,short
ENSG00000013374,1.0,0.9801,0.15,0.0,0.695,0.0,209.2928867438532,0.0,True,False,0.0,0.0,0.7729,0.0,0.0,0.2705,0,2.0876436431160625,0.0,0.0,no,NUB1,gene-driven,no,94170,0.19712222576191993,long
ENSG00000013392,0.0001,0.2585,0.0,0.0,0.0647,0.5,0.0,0.5,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,RWDD2A,neutral,no,17580,0.2356655290102389,short
ENSG00000013441,0.0001,0.2585,0.0,0.0,0.0647,0.5,0.0,0.5,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,CLK1,neutral,no,71260,0.2043923659837216,medium
ENSG00000013561,0.1352,0.6544,0.075,0.0,0.2792,0.0244823031877871,6.03331512157456,0.0707866578315885,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,RNF14,neutral,no,109110,0.1393639446430208,long
ENSG00000013583,1.0,0.8468,0.15,0.0,0.6617,1.317834730230061e-13,57.92875254234787,8.590969787895574e-13,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,HEBP1,gene-driven,no,18070,0.20177089097952408,short
ENSG00000013810,0.0001,0.0143,0.0,0.0,0.0036,0.5,-0.0075672775856219,0.5,False,False,0.0,0.0,0.7222,0.0,0.2899,0.2963,0,1.813161321767761,0.0,28.5,yes,TACC3,neutral,no,129390,0.1755158822165546,long
ENSG00000014123,0.0001,0.2585,0.0,0.0,0.0647,0.5,0.0,0.5,False,False,0.0,0.0,0.2029,0.0,0.0,0.071,0,0.7755583680834486,0.0,0.0,no,UFL1,neutral,no,83860,0.18301931791080372,long
ENSG00000014138,1.0,0.9831,0.15,0.0,0.6958,0.0,228.1799132670931,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,POLA2,gene-driven,no,115130,0.1593502996612525,long
ENSG00000014164,1.0,0.8289,0.15,0.0,0.6572,6.932288076910709e-12,50.00336857937509,4.0470893068725185e-11,True,False,0.0,0.4076,0.0,0.0,0.0,0.1426,1,0.0,0.0,0.0,no,ZC3H3,gene-driven,no,185190,0.18455640153356012,long
ENSG00000014257,0.4619,0.7296,0.15,0.0,0.471,1.656685232165334e-05,20.62991905309173,6.122104268046337e-05,True,False,0.0,0.0,0.2585,0.0,0.4024,0.1508,0,0.8146830998026836,0.0,55.6,yes,ACP3,gene-driven,no,59220,0.23378926038500505,medium
ENSG00000014641,1.0,0.8934,0.15,0.0,0.6734,0.0,83.24037415565545,0.0,True,False,0.0,0.0,0.7367,0.0,0.0,0.2579,0,1.8665048103734043,0.0,0.0,no,MDH1,gene-driven,no,95330,0.17574740375537606,long
ENSG00000014824,0.0001,0.2585,0.0,0.0,0.0647,0.5,0.0,0.5,False,False,0.0,0.0,0.2222,0.0,0.0,0.0778,0,0.7862335471026871,0.0,0.0,no,SLC30A9,neutral,no,57070,0.2256702295426669,medium
ENSG00000014914,0.0001,0.2585,0.0,0.0,0.0647,0.5,0.0,0.5,False,False,0.0,0.0,0.1836,0.0,0.0,0.0643,0,0.76320773253998,0.0,0.0,no,MTMR11,neutral,no,74610,0.2877496314167002,medium
ENSG00000014919,0.0001,0.2585,0.0,0.0,0.0647,0.5,0.0,0.5,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,no,COX15,neutral,no,32560,0.26922604422604424,short
