p_value,lrt,evidence_ratio,n_sites,n_sequences,gene_id,bh_fdr,fdr_significant,p_significant
4.706196689741038e-06,23.14696658500179,,5668,10,ENSG00000006715,1.7965174470277762e-05,True,True
0.5,0.0,,1162,10,ENSG00000006831,0.5,False,False
0.0,108.6150247233454,,6615,9,ENSG00000007171,0.0,True,True
0.0,85.24981594450946,,2352,9,ENSG00000007216,0.0,True,True
0.0,127.5424391897832,,5777,10,ENSG00000007341,0.0,True,True
9.338640971634504e-13,54.01256911098608,,7524,10,ENSG00000007402,5.748811905063122e-12,True,True
0.0,155.5238212532531,,2087,10,ENSG00000007866,0.0,True,True
0.5,0.0,,4743,10,ENSG00000007908,0.5,False,False
1.831867990631508e-15,66.50493929076765,,955,10,ENSG00000007944,1.3379899244348195e-14,True,True
0.5,-0.0008638926337880548,,788,10,ENSG00000007968,0.5,False,False
0.5,0.0,,273,10,ENSG00000008018,0.5,False,False
0.5,-0.0002517876273486763,,7648,10,ENSG00000008083,0.5,False,False
0.472685165401711,0.1123570876079611,,2218,10,ENSG00000008118,0.5,False,False
0.5,0.0,,706,10,ENSG00000008197,0.5,False,False
0.5,0.0,,1692,10,ENSG00000008256,0.5,False,False
0.5,-0.005852923561178613,,5400,10,ENSG00000008323,0.5,False,False
0.5,-0.0007025028298812686,,1347,10,ENSG00000008394,0.5,False,False
0.5,0.0,,1720,10,ENSG00000008405,0.5,False,False
8.127852713091244e-08,31.26447358716905,,1266,9,ENSG00000008516,3.4881742359720317e-07,True,True
9.614092855159129e-11,44.74411718134797,,1197,10,ENSG00000008952,5.141989017372205e-10,True,True
0.5,-0.001857034021668369,,1705,10,ENSG00000009709,0.5,False,False
1.292173795741647e-08,34.94241530231375,,6319,10,ENSG00000009724,5.8482915923739335e-08,True,True
1.230682222796986e-13,58.06535630378494,,2227,10,ENSG00000009765,8.03335088739135e-13,True,True
0.0,128.747803124661,,1929,10,ENSG00000009780,0.0,True,True
0.0,183.4640177974943,,4102,10,ENSG00000009790,0.0,True,True
1.609823385706477e-15,66.71404642995549,,1983,10,ENSG00000009844,1.184506142086393e-14,True,True
0.5,0.0,,4314,10,ENSG00000009954,0.5,False,False
0.5,0.0,,1220,10,ENSG00000010017,0.5,False,False
0.2848102172563766,1.125570088581298,,1717,10,ENSG00000010072,0.5,False,False
0.4987054395076377,0.005184957110031974,,2468,10,ENSG00000010165,0.5,False,False
0.0,136.0861920817115,,4628,9,ENSG00000010244,0.0,True,True
0.2804904812157499,1.156136618108576,,1764,10,ENSG00000010256,0.5,False,False
1.393329895904571e-14,62.42660481822531,,2659,6,ENSG00000010278,9.665861788325434e-14,True,True
0.5,-1.169300230685622e-05,,3836,10,ENSG00000010295,0.5,False,False
2.031028761839693e-08,34.03798224175989,,7504,10,ENSG00000010322,9.109411236601112e-08,True,True
0.0,112.3004212506239,,2320,9,ENSG00000010539,0.0,True,True
0.5,0.0,,3711,10,ENSG00000010704,0.5,False,False
1.08080211447259e-13,58.32581085592392,,7404,10,ENSG00000010803,7.064270325081029e-13,True,True
7.676345781248983e-09,35.98395006809733,,5390,10,ENSG00000011007,3.5093882275673204e-08,True,True
0.0,96.17831758075044,,5043,10,ENSG00000011021,0.0,True,True
0.04126189854368617,4.989337155486282,,3315,10,ENSG00000011083,0.11633956002914132,False,True
0.5,-0.007717974003753625,,7996,10,ENSG00000011114,0.5,False,False
0.0,75.66877037391532,,5589,10,ENSG00000011376,0.0,True,True
0.5,0.0,,8582,10,ENSG00000011405,0.5,False,False
0.2436055570054579,1.438115501565335,,3956,10,ENSG00000011465,0.5,False,False
0.0,102.2200062875854,,4462,10,ENSG00000012171,0.0,True,True
0.0,197.2966886341019,,7597,10,ENSG00000012232,0.0,True,True
0.4884117996709938,0.0468983932514675,,2384,10,ENSG00000012660,0.5,False,False
0.5,0.0,,2674,10,ENSG00000012779,0.5,False,False
0.0,378.5567771948699,,4542,10,ENSG00000012822,0.0,True,True
1.380762232661148e-06,25.5994553765413,,1729,10,ENSG00000012963,5.5252705915177396e-06,True,True
0.5,0.0,,2442,10,ENSG00000013016,0.5,False,False
0.5,0.0,,2049,10,ENSG00000013293,0.5,False,False
0.5,0.0,,516,10,ENSG00000013297,0.5,False,False
0.0,209.2928867438532,,3042,10,ENSG00000013374,0.0,True,True
0.5,0.0,,586,10,ENSG00000013392,0.5,False,False
0.5,0.0,,2316,10,ENSG00000013441,0.5,False,False
0.0244823031877871,6.03331512157456,,3541,10,ENSG00000013561,0.07078665783158851,False,True
1.317834730230061e-13,57.92875254234787,,591,10,ENSG00000013583,8.590969787895574e-13,True,True
0.5,-0.007567277585621923,,4240,10,ENSG00000013810,0.5,False,False
0.5,0.0,,2685,10,ENSG00000014123,0.5,False,False
0.0,228.1799132670931,,3742,10,ENSG00000014138,0.0,True,True
6.932288076910709e-12,50.00336857937509,,6120,10,ENSG00000014164,4.047089306872519e-11,True,True
1.656685232165334e-05,20.62991905309173,,1939,10,ENSG00000014257,6.122104268046337e-05,True,True
0.0,83.24037415565545,,3090,10,ENSG00000014641,0.0,True,True
0.5,0.0,,1855,10,ENSG00000014824,0.5,False,False
0.5,0.0,,2445,10,ENSG00000014914,0.5,False,False
0.5,0.0,,1066,10,ENSG00000014919,0.5,False,False
0.5,0.0,,9058,10,ENSG00000015520,0.5,False,False
1.862918708184225e-10,43.42111850401488,,1825,10,ENSG00000015592,9.733358880786066e-10,True,True
1.100020075028851e-11,49.0799183131021,,997,10,ENSG00000016082,6.32543335629307e-11,True,True
0.4973832471607733,0.01049449687707238,,1911,10,ENSG00000016391,0.5,False,False
0.5,-0.008315035513078328,,3432,10,ENSG00000016490,0.5,False,False
0.5,0.0,,2730,10,ENSG00000016602,0.5,False,False
0.5,0.0,,1870,10,ENSG00000016864,0.5,False,False
0.0,99.98702066845544,,949,10,ENSG00000017427,0.0,True,True
0.4841646428926427,0.06436615656639333,,2946,10,ENSG00000018280,0.5,False,False
0.002328234588058087,10.73899561123108,,2283,10,ENSG00000018408,0.0073903247230382415,True,True
1.78658498217743e-07,29.68928500819311,,7477,10,ENSG00000018510,7.505467653167683e-07,True,True
0.04375002904920772,4.872231643377745,,668,10,ENSG00000019102,0.12294499688743457,False,True
0.0,115.114816902591,,4224,10,ENSG00000019485,0.0,True,True
0.0,95.50225486958334,,959,10,ENSG00000019505,0.0,True,True
0.5,-0.002259661538118962,,1718,10,ENSG00000019582,0.5,False,False
0.1724893826013685,2.128544827766746,,2230,10,ENSG00000019995,0.42748489738874285,False,False
9.992007221626409e-16,67.71736345400132,,2422,10,ENSG00000020633,7.40689179141129e-15,True,True
0.5,0.0,,6207,10,ENSG00000020922,0.5,False,False
0.5,-0.0006554553146997932,,1522,10,ENSG00000021355,0.5,False,False
5.551115123125783e-17,74.04460013005155,,2670,10,ENSG00000021852,4.453426874585104e-16,True,True
0.3497757139186086,0.7146319334060536,,4548,10,ENSG00000022840,0.5,False,False
0.0001579032045688211,16.1207623229493,,5025,10,ENSG00000023041,0.0005477060945085887,True,True
0.0,84.37963890598621,,2660,10,ENSG00000023318,0.0,True,True
0.2773645849034778,1.178550533251837,,7330,10,ENSG00000023516,0.5,False,False
0.3512362698821089,0.7062979356396681,,558,10,ENSG00000023572,0.5,False,False
0.3474348211422316,0.7280620320907474,,742,10,ENSG00000023608,0.5,False,False
0.0,133.114300156667,,3065,10,ENSG00000023697,0.0,True,True
0.5,0.0,,2342,10,ENSG00000023902,0.5,False,False
0.5,-0.002325634301087121,,1408,10,ENSG00000023909,0.5,False,False
4.139105724831893e-11,46.4296181617683,,9796,10,ENSG00000024048,2.2749073895374404e-10,True,True
0.5,0.0,,658,10,ENSG00000024862,0.5,False,False
0.5,-0.006642530843237182,,1160,10,ENSG00000025039,0.5,False,False
0.2392093457456408,1.474538012418634,,1440,10,ENSG00000025156,0.5,False,False
0.01381795882559356,7.177277976355981,,2198,10,ENSG00000026751,0.04108220394411379,True,True
0.2575260806608812,1.326974198556854,,3389,10,ENSG00000027644,0.5,False,False
1.665334536937735e-16,71.04152172306203,,7408,10,ENSG00000027697,1.2963026583299364e-15,True,True
0.5,0.0,,1804,10,ENSG00000027869,0.5,False,False
0.5,0.0,,1651,10,ENSG00000028137,0.5,False,False
0.0,213.2297405699937,,3563,10,ENSG00000028310,0.0,True,True
0.1784904963711388,2.060145480289066,,771,10,ENSG00000028839,0.4403828020585538,False,False
0.0,92.3874041523959,,1600,10,ENSG00000029364,0.0,True,True
0.5,0.0,,628,10,ENSG00000029559,0.5,False,False
0.5,0.0,,668,10,ENSG00000029639,0.5,False,False
2.887912131654957e-12,51.75467921541713,,7392,10,ENSG00000030304,1.7327472789929743e-11,True,True
0.0,115.7289011617977,,4533,10,ENSG00000030419,0.0,True,True
0.1992968126313562,1.839625728141982,,540,10,ENSG00000031691,0.4819165513020738,False,False
0.0,215.5000112356065,,7191,10,ENSG00000032219,0.0,True,True
0.0,85.57116796377522,,3005,10,ENSG00000032389,0.0,True,True
0.2694446062067222,1.236490543975378,,6010,10,ENSG00000033100,0.5,False,False
0.0,77.7609351179126,,2599,10,ENSG00000034677,0.0,True,True
0.05267044799452691,4.501107118656364,,1956,10,ENSG00000034971,0.14660481719349572,False,False
0.0,384.7012306259348,,3897,10,ENSG00000035115,0.0,True,True
0.5,0.0,,4336,10,ENSG00000035403,0.5,False,False
5.551115123125783e-17,74.4365049597618,,1930,10,ENSG00000035499,4.453426874585104e-16,True,True
0.0,129.0063337859974,,4273,10,ENSG00000035681,0.0,True,True
0.5,-0.003358937337907264,,1340,10,ENSG00000035687,0.5,False,False
0.0004809352463198691,13.89326147889733,,1067,10,ENSG00000035720,0.001614151089875188,True,True
1.14477760604359e-09,39.78981658085831,,5407,10,ENSG00000036549,5.539030945973557e-09,True,True
3.542194838540569e-05,19.11006347711373,,4337,10,ENSG00000036565,0.00012804416516643016,True,True
0.5,0.0,,1644,10,ENSG00000037749,0.5,False,False
0.03962330111713303,5.070381482422817,,7355,10,ENSG00000038219,0.11185374560534603,False,True
7.255307465925398e-14,59.12259750274097,,4613,10,ENSG00000038274,4.773531658136631e-13,True,True
0.4998179796977474,0.0007282137667061761,,2683,10,ENSG00000039600,0.5,False,False
0.4992787808925612,0.002886959060560912,,2086,10,ENSG00000040487,0.5,False,False
0.344906648625777,0.7426686033504666,,1515,10,ENSG00000040731,0.5,False,False
0.5,0.0,,9126,10,ENSG00000041515,0.5,False,False
0.001071538765722635,12.29102476853586,,2671,10,ENSG00000041880,0.003501861905850451,True,True
0.5,0.0,,569,10,ENSG00000043039,0.5,False,False
0.0,94.87498120475357,,1336,10,ENSG00000043093,0.0,True,True
0.5,0.0,,8867,10,ENSG00000043143,0.5,False,False
0.1808315649589241,2.034084161321516,,1609,10,ENSG00000043355,0.44456825078234596,False,False
1.002088967361203e-10,44.66123338235047,,1826,10,ENSG00000043462,5.353802925515171e-10,True,True
0.5,0.0,,122,10,ENSG00000044012,0.5,False,False
0.0,156.1342202756059,,7443,10,ENSG00000044115,0.0,True,True
0.4999999547653736,1.809385139495134e-07,,10773,10,ENSG00000044459,0.5,False,False
0.4132242881446859,0.381235164582904,,3758,10,ENSG00000044524,0.5,False,False
0.0,146.0338388655182,,2300,10,ENSG00000044574,0.0,True,True
0.01530730026748428,6.972556484412053,,11009,10,ENSG00000046889,0.04529358211211589,True,True
0.5,0.0,,7207,10,ENSG00000047410,0.5,False,False
0.0,346.4301379063545,,3725,10,ENSG00000047579,0.0,True,True
0.3238176055074771,0.868855374159466,,2013,10,ENSG00000047621,0.5,False,False
0.5,0.0,,6472,10,ENSG00000047662,0.5,False,False
0.5,0.0,,5805,10,ENSG00000047936,0.5,False,False
0.5,0.0,,407,10,ENSG00000048544,0.5,False,False
0.02149610644818251,6.29347255034736,,636,10,ENSG00000048545,0.06252727103699404,False,True
0.0,190.9697679054079,,8325,10,ENSG00000048740,0.0,True,True
0.0,110.5208164764699,,3682,10,ENSG00000049167,0.0,True,True
1.82495518696868e-10,43.46229656974901,,3226,10,ENSG00000049192,9.545033753924515e-10,True,True
0.5,0.0,,3937,10,ENSG00000049239,0.5,False,False
2.568863048557635e-06,24.35779993996675,,339,10,ENSG00000049245,1.0061043152382423e-05,True,True
1.39478428806683e-11,48.6050962240115,,6973,10,ENSG00000049246,7.937822710348298e-11,True,True
7.078665287263419e-08,31.54089638484584,,1839,10,ENSG00000050130,3.0510642234703856e-07,True,True
0.0,87.916148569504,,2200,10,ENSG00000050165,0.0,True,True
0.4550643180356831,0.1883386622721446,,2307,10,ENSG00000050344,0.5,False,False
0.0,179.2031957027939,,4044,10,ENSG00000050426,0.0,True,True
0.0,115.7400713329116,,3975,10,ENSG00000050438,0.0,True,True
0.4615521419780913,0.16002613431192,,3733,10,ENSG00000050555,0.5,False,False
0.1660442735473175,2.204707274810062,,3595,10,ENSG00000050730,0.4139870760021841,False,False
0.5,0.0,,7338,10,ENSG00000051009,0.5,False,False
0.5,0.0,,2526,10,ENSG00000051180,0.5,False,False
0.5,0.0,,1327,10,ENSG00000051596,0.5,False,False
0.0,79.5042376641577,,512,10,ENSG00000052723,0.0,True,True
0.5,-0.001002006509224884,,7139,10,ENSG00000053108,0.5,False,False
0.5,-0.0004332240196163184,,641,10,ENSG00000053328,0.5,False,False
0.5,-0.0006084112665121211,,493,10,ENSG00000053372,0.5,False,False
0.5,0.0,,1739,10,ENSG00000053770,0.5,False,False
0.3050380747577407,0.9883429886031081,,3947,10,ENSG00000053918,0.5,False,False
1.7233482418888e-09,38.97169919409134,,1147,10,ENSG00000054116,8.226424333162083e-09,True,True
0.5,-0.0003300248499726877,,3388,10,ENSG00000054118,0.5,False,False
0.4130060049017528,0.3822919316844491,,1233,10,ENSG00000054179,0.5,False,False
0.5,0.0,,948,10,ENSG00000054965,0.5,False,False
0.02723630351051254,5.820114654379722,,1601,10,ENSG00000055044,0.07835359957275267,False,True
0.5,0.0,,6714,10,ENSG00000055118,0.5,False,False
0.4355034064593312,0.2762109604045691,,1442,10,ENSG00000055211,0.5,False,False
0.5,0.0,,2603,10,ENSG00000055813,0.5,False,False
0.5,0.0,,1359,10,ENSG00000056050,0.5,False,False
2.547961841514734e-14,61.21554846574145,,2467,10,ENSG00000056291,1.7266433514569872e-13,True,True
0.003708016720482932,9.808221882962243,,1863,10,ENSG00000056736,0.011599795702944721,True,True
4.513898661240301e-06,23.23040429839602,,2209,10,ENSG00000057252,1.725759565027614e-05,True,True
0.0,78.06586276691814,,4253,10,ENSG00000057294,0.0,True,True
0.5,-2.398101059952751e-05,,3219,10,ENSG00000057468,0.5,False,False
0.1987864211402782,1.84475422115429,,1417,10,ENSG00000057593,0.4813844492462238,False,False
0.0,97.03692637473068,,2251,10,ENSG00000057663,0.0,True,True
0.1783535541619777,2.061680517408604,,617,10,ENSG00000057757,0.44026331434326405,False,False
0.4726678211754055,0.1124304749100702,,8505,10,ENSG00000058056,0.5,False,False
0.5,-0.0001688215270405635,,5749,10,ENSG00000058063,0.5,False,False
0.5,0.0,,4896,10,ENSG00000058085,0.5,False,False
0.06269807464887905,4.152554717322346,,4536,10,ENSG00000058091,0.17315947990201247,False,False
5.551115123125783e-17,72.90248693366448,,4315,10,ENSG00000058262,4.453426874585104e-16,True,True
0.4986934859544338,0.005232896015513688,,9519,10,ENSG00000058668,0.5,False,False
0.009841528062377702,7.855994217148691,,2179,10,ENSG00000058729,0.029685725034728133,True,True
0.3613678649278079,0.6494232849872787,,3128,10,ENSG00000058804,0.5,False,False
0.5,0.0,,5053,10,ENSG00000058866,0.5,False,False
0.0,182.4836715739875,,3855,10,ENSG00000059377,0.0,True,True
0.5,0.0,,7946,10,ENSG00000059588,0.5,False,False
0.48628548852644,0.05562444407041767,,1249,10,ENSG00000059769,0.5,False,False
0.0,293.1087282403023,,8233,10,ENSG00000060339,0.0,True,True
0.0,125.9625123834412,,7371,10,ENSG00000060642,0.0,True,True
0.1512519412071025,2.391322334093275,,2411,10,ENSG00000060688,0.3824744054723578,False,False
0.0,131.8060653649736,,3442,10,ENSG00000060982,0.0,True,True
0.5,-0.008033357069507474,,1800,10,ENSG00000061337,0.5,False,False
0.007443153647119949,8.4146269242774,,1888,10,ENSG00000061492,0.022685199902435435,True,True
0.5,-3.076429129578173e-05,,6507,10,ENSG00000061676,0.5,False,False
1.636106966573792e-08,34.47042788677209,,2845,10,ENSG00000062194,7.371373235269964e-08,True,True
0.4999987800325801,4.879875632468611e-06,,3602,10,ENSG00000062524,0.5,False,False
0.0,204.3784740260417,,2531,10,ENSG00000063660,0.0,True,True
0.5,0.0,,666,10,ENSG00000064199,0.5,False,False
2.287656614141653e-08,33.80001116683707,,3069,10,ENSG00000064201,1.0232737408939372e-07,True,True
0.5,0.0,,2736,10,ENSG00000064218,0.5,False,False
0.5,0.0,,7222,10,ENSG00000064393,0.5,False,False
2.522205388988397e-09,38.20996997808106,,5402,10,ENSG00000064419,1.1959437182867766e-08,True,True
0.0009209894944886554,12.59382949580322,,6833,10,ENSG00000064651,0.003029763059250378,True,True
0.5,0.0,,6022,10,ENSG00000064703,0.5,False,False
0.0,238.4337717488743,,4534,10,ENSG00000064763,0.0,True,True
0.0,79.03907215088839,,3223,10,ENSG00000064886,0.0,True,True
1.48660372900622e-09,39.26724905732044,,858,10,ENSG00000064995,7.151225288275568e-09,True,True
0.0,97.73417998338118,,6742,10,ENSG00000064999,0.0,True,True
0.5,0.0,,5772,10,ENSG00000065060,0.5,False,False
0.5,-0.008530973671440734,,912,10,ENSG00000065135,0.5,False,False
0.5,0.0,,2199,10,ENSG00000065154,0.5,False,False
8.820207634152588e-06,21.89063593285391,,7941,10,ENSG00000065243,3.321098620157076e-05,True,True
0.5,-0.0003029888939636294,,1272,10,ENSG00000065308,0.5,False,False
0.0,322.3071157746308,,6460,10,ENSG00000065357,0.0,True,True
0.5,0.0,,1626,10,ENSG00000065491,0.5,False,False
0.5,0.0,,533,10,ENSG00000065518,0.5,False,False
0.2968967752113137,1.04244715641471,,1073,10,ENSG00000065548,0.5,False,False
0.4965173405264,0.01397938002992305,,1656,10,ENSG00000065600,0.5,False,False
0.5,0.0,,4558,10,ENSG00000065615,0.5,False,False
0.5,0.0,,768,10,ENSG00000065621,0.5,False,False
0.5,-0.0003815402742475271,,4480,10,ENSG00000065675,0.5,False,False
1.043251596222206e-10,44.58072314538003,,1765,10,ENSG00000065802,5.567739742070013e-10,True,True
0.5,-0.0003135200204269495,,1462,10,ENSG00000065833,0.5,False,False
0.5,0.0,,2541,10,ENSG00000065970,0.5,False,False
0.5,0.0,,3339,10,ENSG00000066027,0.5,False,False
0.5,0.0,,3656,10,ENSG00000066056,0.5,False,False
5.376810108259633e-13,55.11682769079562,,989,10,ENSG00000066185,3.3640570413186684e-12,True,True
0.5,-0.0003467928800091613,,1591,10,ENSG00000066294,0.5,False,False
2.182756522861595e-06,24.68354967874257,,1411,10,ENSG00000066336,8.56908519709043e-06,True,True
0.5,-0.006938568917576049,,560,10,ENSG00000066379,0.5,False,False
0.5,0.0,,690,10,ENSG00000066405,0.5,False,False
0.1201669343914052,2.851452404516749,,5435,10,ENSG00000066422,0.3137587042849604,False,False
2.775557561562891e-15,65.62975916491268,,2376,10,ENSG00000066855,2.0066312952345668e-14,True,True
0.001521991959934521,11.5891762432293,,1577,10,ENSG00000067082,0.004909460446637035,True,True
0.0,92.92914443874906,,3458,10,ENSG00000067113,0.0,True,True
1.665334536937735e-16,71.4117289425194,,2600,10,ENSG00000067221,1.2963026583299364e-15,True,True
0.5,0.0,,2142,10,ENSG00000067334,0.5,False,False
0.2497993553217369,1.387900162919323,,593,10,ENSG00000067533,0.5,False,False
0.5,0.0,,2018,10,ENSG00000067704,0.5,False,False
0.1706170616764542,2.150372916876222,,1760,10,ENSG00000068028,0.42326646622378217,False,False
0.5,0.0,,12057,10,ENSG00000068650,0.5,False,False
0.5,-0.008075212565017864,,8030,10,ENSG00000068654,0.5,False,False
0.5,0.0,,606,10,ENSG00000068697,0.5,False,False
0.0,453.7007583129598,,4856,10,ENSG00000068745,0.0,True,True
0.5,0.0,,2414,10,ENSG00000068784,0.5,False,False
0.1641388921360174,2.227790251286933,,4892,10,ENSG00000068831,0.4096471899069496,False,False
0.0,85.05158654932166,,9745,10,ENSG00000068912,0.0,True,True
0.5,0.0,,6447,10,ENSG00000068976,0.5,False,False
0.3406038697932379,0.7677759370781132,,3957,10,ENSG00000069206,0.5,False,False
0.5,0.0,,534,10,ENSG00000069275,0.5,False,False
0.3410877334118287,0.764936742946702,,373,10,ENSG00000069482,0.5,False,False
0.0,190.5511910203932,,3653,10,ENSG00000069667,0.0,True,True
2.197131365733185e-13,56.90641620068345,,12348,10,ENSG00000069869,1.4065033993766878e-12,True,True
7.793710121717368e-12,49.76911163594923,,4538,10,ENSG00000069956,4.52943792285971e-11,True,True
0.5,0.0,,2210,10,ENSG00000069966,0.5,False,False
0.3056874606401971,0.9840897776957718,,3649,10,ENSG00000070019,0.5,False,False
0.005838169395483317,8.900381620900589,,11215,10,ENSG00000070047,0.017936414189706002,True,True
1.521005543736464e-14,62.24797449381367,,1793,10,ENSG00000070087,1.0522227502844469e-13,True,True
0.4343898188386777,0.2813315347302705,,7454,10,ENSG00000070159,0.5,False,False
0.5,0.0,,1348,10,ENSG00000070190,0.5,False,False
0.0,104.5572818544092,,308,10,ENSG00000070193,0.0,True,True
4.041000655718996e-05,18.8465718722,,3346,10,ENSG00000070269,0.00014502119236324882,True,True
0.01625890398035135,6.851934805017663,,4547,10,ENSG00000070367,0.04793822667354334,True,True
0.5,-0.001208683868753724,,4226,10,ENSG00000070610,0.5,False,False
5.045963646921336e-14,59.84988812905794,,4056,10,ENSG00000070748,3.3420270545654757e-13,True,True
6.13722875852929e-08,31.82632053154521,,12700,10,ENSG00000070756,2.6591093941572027e-07,True,True
0.4827038936348634,0.07040937884084997,,2408,10,ENSG00000070759,0.5,False,False
0.0,97.86824998927477,,3732,10,ENSG00000070886,0.0,True,True
3.381441540273311e-06,23.80812253536715,,4809,10,ENSG00000070985,1.305845514077597e-05,True,True
0.4365759477534005,0.271291491415468,,2056,9,ENSG00000071073,0.5,False,False
0.1437061611917401,2.49367486150004,,11086,10,ENSG00000071189,0.366561254239854,False,False
2.549351840741565e-10,42.79372923914343,,1580,10,ENSG00000071243,1.3140389695179838e-09,True,True
0.0006683107711690783,13.23522017160576,,1481,10,ENSG00000071246,0.002219077286912547,True,True
1.261405424557438e-10,44.20095484359626,,985,10,ENSG00000071462,6.710407039303419e-10,True,True
1.656939639382848e-07,29.83995232068992,,3741,10,ENSG00000071537,6.978507846139108e-07,True,True
0.463270177693874,0.1525953547752579,,1911,10,ENSG00000071575,0.5,False,False
0.5,-0.001117305084108011,,87,10,ENSG00000071677,0.5,False,False
0.5,0.0,,1790,10,ENSG00000072042,0.5,False,False
0.4196273019181631,0.3504823149432923,,627,10,ENSG00000072080,0.5,False,False
0.0,546.3841927307512,,5597,9,ENSG00000072134,0.0,True,True
0.4228445241188333,0.3352070844121045,,3994,10,ENSG00000072182,0.5,False,False
0.5,-0.0002387914246355649,,744,10,ENSG00000072401,0.5,False,False
0.5,-8.029916352825239e-05,,4133,10,ENSG00000072415,0.5,False,False
0.4682350772593444,0.1312752535523032,,3687,10,ENSG00000072422,0.5,False,False
2.775557561562891e-16,70.18602742600342,,3185,10,ENSG00000072571,2.1370933918287645e-15,True,True
1.444538932915407e-11,48.53499824636674,,3909,10,ENSG00000072609,8.202210790321044e-11,True,True
0.2224465232701421,1.619842740983586,,5057,10,ENSG00000072832,0.5,False,False
2.304450297252458e-09,38.39055296762672,,4048,10,ENSG00000072840,1.0979248830013147e-08,True,True
0.489762387014233,0.04137549878214486,,4656,10,ENSG00000072858,0.5,False,False
1.742495037149183e-13,57.37025717194047,,5591,10,ENSG00000073060,1.1256065343870178e-12,True,True
0.3792602571498531,0.5527708693261957,,2122,10,ENSG00000073067,0.5,False,False
0.07634066038267223,3.758804800616417,,384,9,ENSG00000073598,0.2068183250236447,False,False
0.0,86.26150764957129,,3869,10,ENSG00000073734,0.0,True,True
0.5,0.0,,2760,10,ENSG00000073737,0.5,False,False
0.5,0.0,,769,10,ENSG00000073754,0.5,False,False
0.457918127739684,0.1758353813529538,,1522,10,ENSG00000073756,0.5,False,False
0.5,0.0,,4034,10,ENSG00000073792,0.5,False,False
0.0,88.77156877356447,,466,9,ENSG00000074071,0.0,True,True
0.0,76.81920208257361,,4428,10,ENSG00000074211,0.0,True,True
5.786982004707397e-12,50.36452458068379,,4840,10,ENSG00000074276,3.394392510780023e-11,True,True
